Time,Speed,Brake,Gyro_Y,Gyro_X,Acc_Y_FM,Gyro_Z,Acc_X_FM,Acc_Z_FM,Acc_Z_Whl_LF,Acc_Y_Whl_LF,Acc_X_Whl_LF,Acc_Z_Whl_RF,Acc_Y_Whl_RF,Acc_X_Whl_RF,Acc_Y_Whl_LR,Acc_X_Whl_LR,Acc_Z_Whl_LR,Acc_Y_Whl_RR,Acc_X_Whl_RR,Acc_Z_Whl_RR,Acc_X_RM,Acc_Y_RM,Acc_Z_RM
7.2520,0.0000,0.0000,-0.1430,-0.0300,-0.0190,-0.0080,0.0190,0.9980,0.9920,-0.1080,-0.0600,0.9933,0.0627,-0.0893,-0.0427,0.1320,0.9920,-0.0067,0.0947,1.0093,-0.0413,-0.0120,0.9787
7.2539,0.0000,0.0000,-0.0310,-0.0260,-0.0180,0.0620,0.0200,1.0000,0.9920,-0.1067,-0.0613,0.9920,0.0640,-0.0893,-0.0440,0.1307,0.9920,-0.0067,0.0960,1.0093,-0.0413,-0.0120,0.9787
7.2559,0.0000,0.0000,-0.0530,-0.0010,-0.0150,0.0900,0.0190,1.0030,0.9920,-0.1067,-0.0613,0.9907,0.0653,-0.0880,-0.0453,0.1307,0.9920,-0.0067,0.0973,1.0093,-0.0427,-0.0120,0.9947
7.2578,0.0000,0.0000,-0.0860,0.1130,-0.0150,0.0850,0.0210,0.9990,0.9920,-0.1053,-0.0613,0.9907,0.0667,-0.0867,-0.0467,0.1307,0.9920,-0.0080,0.0973,1.0107,-0.0453,-0.0120,1.0147
7.2598,0.0000,0.0000,-0.1410,0.1040,-0.0160,0.1050,0.0210,0.9960,0.9920,-0.1040,-0.0613,0.9907,0.0680,-0.0867,-0.0453,0.1293,0.9933,-0.0080,0.0973,1.0107,-0.0480,-0.0133,1.0280
7.2617,0.0000,0.0000,-0.1550,-0.0260,-0.0160,0.0130,0.0180,1.0000,0.9920,-0.1040,-0.0627,0.9920,0.0680,-0.0867,-0.0453,0.1293,0.9933,-0.0093,0.0987,1.0107,-0.0467,-0.0147,1.0253
7.2637,0.0000,0.0000,-0.1500,0.0220,-0.0190,0.0880,0.0200,0.9990,0.9907,-0.1027,-0.0627,0.9933,0.0680,-0.0867,-0.0453,0.1293,0.9947,-0.0107,0.0987,1.0107,-0.0453,-0.0147,1.0067
7.2656,0.0000,0.0000,-0.1050,0.0420,-0.0170,0.0750,0.0190,1.0010,0.9907,-0.1027,-0.0627,0.9947,0.0693,-0.0867,-0.0453,0.1293,0.9947,-0.0107,0.1000,1.0107,-0.0427,-0.0160,0.9867
7.2676,0.0000,0.0000,-0.1810,0.0690,-0.0190,0.0110,0.0180,0.9980,0.9893,-0.1040,-0.0627,0.9960,0.0693,-0.0867,-0.0467,0.1293,0.9947,-0.0107,0.1000,1.0107,-0.0427,-0.0160,0.9773
7.2695,0.0000,0.0000,-0.1180,-0.0830,-0.0170,0.0730,0.0190,1.0020,0.9893,-0.1040,-0.0627,0.9960,0.0693,-0.0853,-0.0467,0.1280,0.9947,-0.0120,0.0987,1.0107,-0.0427,-0.0160,0.9827
7.2715,0.0000,0.0000,-0.1330,-0.0390,-0.0170,0.0490,0.0220,1.0000,0.9893,-0.1040,-0.0640,0.9947,0.0693,-0.0853,-0.0453,0.1293,0.9933,-0.0107,0.0973,1.0107,-0.0453,-0.0147,0.9987
7.2734,0.0000,0.0000,-0.1450,0.0560,-0.0160,0.0490,0.0190,1.0000,0.9907,-0.1027,-0.0640,0.9947,0.0693,-0.0853,-0.0453,0.1293,0.9933,-0.0107,0.0960,1.0107,-0.0467,-0.0147,1.0147
7.2754,0.0000,0.0000,-0.0970,-0.0250,-0.0180,0.0530,0.0190,1.0020,0.9907,-0.1027,-0.0627,0.9947,0.0680,-0.0867,-0.0440,0.1293,0.9933,-0.0093,0.0960,1.0107,-0.0467,-0.0133,1.0200
7.2773,0.0000,0.0000,-0.1220,0.0280,-0.0140,0.0880,0.0200,1.0000,0.9920,-0.1040,-0.0627,0.9947,0.0667,-0.0880,-0.0427,0.1293,0.9933,-0.0067,0.0947,1.0093,-0.0453,-0.0133,1.0133
7.2793,0.0000,0.0000,-0.0380,-0.0100,-0.0170,0.0750,0.0210,1.0010,0.9920,-0.1053,-0.0613,0.9947,0.0667,-0.0893,-0.0427,0.1307,0.9933,-0.0040,0.0947,1.0093,-0.0440,-0.0120,1.0000
7.2812,0.0000,0.0000,-0.1730,-0.0000,-0.0180,0.0410,0.0210,1.0010,0.9933,-0.1080,-0.0600,0.9960,0.0653,-0.0893,-0.0427,0.1307,0.9920,-0.0027,0.0947,1.0093,-0.0427,-0.0120,0.9880
7.2832,0.0000,0.0000,-0.1430,0.0440,-0.0200,0.0190,0.0190,1.0020,0.9933,-0.1093,-0.0600,0.9960,0.0640,-0.0893,-0.0427,0.1307,0.9920,-0.0027,0.0933,1.0093,-0.0427,-0.0120,0.9867
7.2852,0.0000,0.0000,-0.0830,-0.0130,-0.0140,0.0250,0.0190,0.9970,0.9933,-0.1107,-0.0600,0.9960,0.0640,-0.0893,-0.0427,0.1320,0.9920,-0.0040,0.0920,1.0093,-0.0440,-0.0120,0.9933
7.2871,0.0000,0.0000,-0.1060,-0.0720,-0.0210,0.0780,0.0200,1.0010,0.9933,-0.1093,-0.0600,0.9947,0.0640,-0.0907,-0.0427,0.1320,0.9920,-0.0053,0.0920,1.0107,-0.0453,-0.0120,1.0027
7.2891,0.0000,0.0000,-0.1390,-0.0510,-0.0160,0.0600,0.0220,0.9990,0.9933,-0.1093,-0.0600,0.9947,0.0653,-0.0907,-0.0413,0.1333,0.9920,-0.0067,0.0933,1.0120,-0.0467,-0.0120,1.0080
7.2910,0.0000,0.0000,-0.0750,0.0780,-0.0140,0.0920,0.0220,0.9990,0.9933,-0.1080,-0.0600,0.9933,0.0653,-0.0920,-0.0400,0.1333,0.9920,-0.0080,0.0933,1.0120,-0.0467,-0.0133,1.0067
7.2930,0.0000,0.0000,-0.2170,0.1480,-0.0150,0.1020,0.0160,1.0010,0.9920,-0.1067,-0.0600,0.9933,0.0653,-0.0920,-0.0400,0.1333,0.9920,-0.0080,0.0947,1.0120,-0.0453,-0.0133,1.0000
7.2949,0.0000,0.0000,-0.2350,0.0320,-0.0150,0.0420,0.0190,1.0020,0.9907,-0.1080,-0.0587,0.9933,0.0653,-0.0920,-0.0400,0.1333,0.9920,-0.0080,0.0960,1.0120,-0.0453,-0.0133,0.9947
7.2969,0.0000,0.0000,-0.0920,0.0320,-0.0160,0.1310,0.0170,0.9980,0.9907,-0.1080,-0.0587,0.9933,0.0653,-0.0907,-0.0400,0.1320,0.9920,-0.0080,0.0960,1.0120,-0.0453,-0.0133,0.9947
7.2988,0.0000,0.0000,-0.0300,-0.0990,-0.0180,0.0430,0.0180,1.0010,0.9907,-0.1093,-0.0587,0.9933,0.0653,-0.0893,-0.0413,0.1307,0.9933,-0.0093,0.0960,1.0107,-0.0453,-0.0133,0.9987
7.3008,0.0000,0.0000,-0.1640,0.0750,-0.0140,0.0160,0.0170,1.0000,0.9920,-0.1080,-0.0587,0.9947,0.0667,-0.0893,-0.0413,0.1293,0.9933,-0.0093,0.0973,1.0093,-0.0453,-0.0133,1.0040
7.3027,0.0000,0.0000,-0.2270,0.0100,-0.0160,0.0330,0.0200,1.0000,0.9933,-0.1067,-0.0613,0.9947,0.0693,-0.0880,-0.0427,0.1280,0.9933,-0.0093,0.0987,1.0080,-0.0453,-0.0133,1.0067
7.3047,0.0000,0.0000,-0.1240,0.0150,-0.0190,0.0920,0.0200,1.0010,0.9933,-0.1040,-0.0627,0.9933,0.0707,-0.0880,-0.0427,0.1280,0.9933,-0.0093,0.0987,1.0080,-0.0440,-0.0147,1.0053
7.3066,0.0000,0.0000,-0.1530,0.0280,-0.0160,0.0700,0.0180,0.9990,0.9947,-0.1027,-0.0627,0.9933,0.0707,-0.0867,-0.0440,0.1280,0.9920,-0.0093,0.0987,1.0093,-0.0453,-0.0147,0.9987
7.3086,0.0000,0.0000,-0.2030,0.0430,-0.0130,0.0350,0.0190,1.0000,0.9933,-0.1013,-0.0627,0.9933,0.0707,-0.0853,-0.0453,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0147,0.9920
7.3105,0.0000,0.0000,-0.2150,-0.0130,-0.0180,0.0870,0.0200,1.0000,0.9933,-0.1013,-0.0613,0.9933,0.0707,-0.0853,-0.0453,0.1280,0.9920,-0.0093,0.0960,1.0093,-0.0453,-0.0160,0.9893
7.3125,0.0000,0.0000,-0.1160,-0.0500,-0.0170,0.1290,0.0200,0.9990,0.9920,-0.1027,-0.0613,0.9933,0.0693,-0.0853,-0.0467,0.1267,0.9933,-0.0093,0.0947,1.0080,-0.0453,-0.0160,0.9933
7.3145,0.0000,0.0000,-0.1950,0.0040,-0.0160,0.1530,0.0170,0.9970,0.9907,-0.1027,-0.0613,0.9947,0.0693,-0.0853,-0.0480,0.1267,0.9933,-0.0093,0.0960,1.0067,-0.0453,-0.0147,1.0013
7.3164,0.0000,0.0000,-0.1370,0.0450,-0.0180,0.0870,0.0190,1.0010,0.9907,-0.1027,-0.0627,0.9933,0.0707,-0.0853,-0.0467,0.1267,0.9933,-0.0093,0.0960,1.0067,-0.0467,-0.0147,1.0093
7.3184,0.0000,0.0000,-0.1600,0.1340,-0.0150,-0.0180,0.0190,1.0000,0.9920,-0.1027,-0.0640,0.9933,0.0707,-0.0853,-0.0453,0.1267,0.9933,-0.0080,0.0973,1.0080,-0.0467,-0.0147,1.0133
7.3203,0.0000,0.0000,-0.0180,0.0800,-0.0170,0.0420,0.0210,1.0000,0.9920,-0.1040,-0.0640,0.9920,0.0693,-0.0867,-0.0440,0.1280,0.9933,-0.0080,0.0960,1.0093,-0.0467,-0.0133,1.0093
7.3223,0.0000,0.0000,-0.0410,-0.0130,-0.0150,0.0780,0.0200,1.0020,0.9933,-0.1053,-0.0640,0.9920,0.0680,-0.0867,-0.0427,0.1280,0.9920,-0.0067,0.0947,1.0107,-0.0467,-0.0133,1.0013
7.3242,0.0000,0.0000,-0.1470,-0.0020,-0.0180,0.0660,0.0180,0.9990,0.9933,-0.1053,-0.0640,0.9920,0.0667,-0.0880,-0.0427,0.1293,0.9920,-0.0067,0.0933,1.0107,-0.0467,-0.0133,0.9907
7.3262,0.0000,0.0000,-0.0710,-0.0930,-0.0200,0.0920,0.0180,0.9960,0.9933,-0.1067,-0.0640,0.9933,0.0667,-0.0880,-0.0427,0.1307,0.9920,-0.0053,0.0920,1.0120,-0.0453,-0.0133,0.9853
7.3281,0.0000,0.0000,-0.1170,-0.0150,-0.0140,0.1010,0.0170,0.9990,0.9920,-0.1067,-0.0640,0.9947,0.0653,-0.0893,-0.0427,0.1320,0.9933,-0.0053,0.0920,1.0120,-0.0440,-0.0133,0.9867
7.3301,0.0000,0.0000,-0.1360,-0.0340,-0.0190,0.0440,0.0200,0.9990,0.9907,-0.1067,-0.0640,0.9960,0.0653,-0.0893,-0.0413,0.1320,0.9933,-0.0067,0.0933,1.0107,-0.0440,-0.0147,0.9947
7.3320,0.0000,0.0000,-0.1390,0.0230,-0.0190,0.0180,0.0190,0.9970,0.9907,-0.1067,-0.0627,0.9973,0.0653,-0.0907,-0.0413,0.1320,0.9920,-0.0067,0.0947,1.0107,-0.0453,-0.0147,1.0027
7.3340,0.0000,0.0000,-0.1820,-0.0050,-0.0190,0.0770,0.0220,0.9980,0.9907,-0.1080,-0.0600,0.9960,0.0653,-0.0920,-0.0413,0.1320,0.9920,-0.0067,0.0947,1.0093,-0.0467,-0.0133,1.0067
7.3359,0.0000,0.0000,-0.1070,-0.0630,-0.0170,0.0570,0.0210,1.0000,0.9920,-0.1080,-0.0600,0.9933,0.0653,-0.0933,-0.0413,0.1320,0.9907,-0.0067,0.0933,1.0093,-0.0480,-0.0133,1.0040
7.3379,0.0000,0.0000,-0.1410,0.0600,-0.0140,0.0640,0.0180,1.0000,0.9920,-0.1080,-0.0600,0.9920,0.0653,-0.0933,-0.0413,0.1307,0.9907,-0.0067,0.0933,1.0080,-0.0467,-0.0120,0.9987
7.3398,0.0000,0.0000,-0.1850,0.0480,-0.0160,0.0710,0.0150,0.9970,0.9920,-0.1067,-0.0600,0.9907,0.0653,-0.0933,-0.0427,0.1307,0.9893,-0.0080,0.0933,1.0080,-0.0467,-0.0133,0.9920
7.3418,0.0000,0.0000,-0.1770,0.0400,-0.0170,0.0360,0.0160,0.9970,0.9920,-0.1053,-0.0600,0.9920,0.0667,-0.0933,-0.0427,0.1307,0.9893,-0.0093,0.0947,1.0067,-0.0453,-0.0133,0.9907
7.3438,0.0000,0.0000,-0.1590,0.0090,-0.0130,0.0860,0.0190,0.9980,0.9907,-0.1053,-0.0600,0.9920,0.0680,-0.0920,-0.0440,0.1293,0.9893,-0.0107,0.0960,1.0067,-0.0453,-0.0147,0.9947
7.3457,0.0000,0.0000,-0.1200,0.0360,-0.0170,0.0750,0.0210,0.9980,0.9893,-0.1053,-0.0600,0.9920,0.0680,-0.0920,-0.0440,0.1293,0.9893,-0.0120,0.0960,1.0080,-0.0453,-0.0147,1.0013
7.3477,0.0000,0.0000,-0.0710,-0.0080,-0.0160,-0.0040,0.0210,0.9960,0.9893,-0.1053,-0.0600,0.9920,0.0680,-0.0907,-0.0440,0.1293,0.9907,-0.0120,0.0973,1.0080,-0.0467,-0.0147,1.0053
7.3496,0.0000,0.0000,-0.0920,-0.0350,-0.0120,0.0510,0.0200,0.9980,0.9907,-0.1040,-0.0613,0.9907,0.0680,-0.0907,-0.0440,0.1293,0.9920,-0.0120,0.0987,1.0080,-0.0467,-0.0147,1.0053
7.3516,0.0000,0.0000,-0.1330,0.0880,-0.0190,0.0510,0.0200,0.9990,0.9907,-0.1027,-0.0627,0.9907,0.0693,-0.0893,-0.0453,0.1280,0.9920,-0.0107,0.0987,1.0080,-0.0467,-0.0147,1.0013
7.3535,0.0000,0.0000,-0.1050,-0.0680,-0.0160,0.0280,0.0180,1.0000,0.9907,-0.1013,-0.0627,0.9907,0.0707,-0.0880,-0.0453,0.1280,0.9933,-0.0107,0.0987,1.0080,-0.0453,-0.0147,0.9973
7.3555,0.0000,0.0000,-0.1410,-0.0500,-0.0150,0.0680,0.0170,0.9980,0.9907,-0.1013,-0.0627,0.9907,0.0707,-0.0867,-0.0453,0.1280,0.9933,-0.0107,0.0973,1.0067,-0.0453,-0.0147,0.9947
7.3574,0.0000,0.0000,-0.0650,-0.0710,-0.0190,0.0540,0.0200,0.9980,0.9907,-0.1013,-0.0627,0.9920,0.0707,-0.0853,-0.0453,0.1267,0.9933,-0.0107,0.0973,1.0067,-0.0453,-0.0147,0.9947
7.3594,0.0000,0.0000,-0.1440,-0.0460,-0.0180,0.0120,0.0160,0.9980,0.9893,-0.1027,-0.0627,0.9920,0.0707,-0.0840,-0.0440,0.1253,0.9920,-0.0107,0.0960,1.0067,-0.0467,-0.0133,0.9960
7.3613,0.0000,0.0000,-0.1930,0.1090,-0.0170,0.0880,0.0170,0.9990,0.9893,-0.1027,-0.0627,0.9920,0.0707,-0.0853,-0.0440,0.1240,0.9920,-0.0093,0.0960,1.0067,-0.0467,-0.0133,0.9960
7.3633,0.0000,0.0000,-0.0180,0.0770,-0.0210,0.0400,0.0170,0.9970,0.9893,-0.1040,-0.0627,0.9920,0.0707,-0.0853,-0.0440,0.1240,0.9920,-0.0080,0.0960,1.0080,-0.0467,-0.0133,0.9960
7.3652,0.0000,0.0000,-0.1300,0.0140,-0.0220,0.0210,0.0200,0.9990,0.9907,-0.1040,-0.0640,0.9920,0.0693,-0.0867,-0.0440,0.1253,0.9920,-0.0067,0.0947,1.0080,-0.0453,-0.0133,0.9947
7.3672,0.0000,0.0000,-0.1470,-0.0360,-0.0160,0.0380,0.0190,0.9980,0.9907,-0.1040,-0.0640,0.9907,0.0680,-0.0880,-0.0427,0.1280,0.9907,-0.0053,0.0947,1.0093,-0.0453,-0.0133,0.9947
7.3691,0.0000,0.0000,-0.1750,0.0840,-0.0140,0.0970,0.0180,1.0030,0.9907,-0.1040,-0.0653,0.9907,0.0667,-0.0880,-0.0427,0.1293,0.9907,-0.0053,0.0933,1.0093,-0.0453,-0.0147,0.9960
7.3711,0.0000,0.0000,-0.0810,-0.0240,-0.0200,0.0720,0.0220,1.0000,0.9893,-0.1040,-0.0653,0.9907,0.0667,-0.0893,-0.0440,0.1307,0.9893,-0.0053,0.0933,1.0093,-0.0453,-0.0133,0.9987
7.3730,0.0000,0.0000,-0.1530,0.0400,-0.0160,0.0750,0.0160,0.9970,0.9893,-0.1053,-0.0640,0.9920,0.0653,-0.0893,-0.0440,0.1320,0.9893,-0.0040,0.0920,1.0093,-0.0453,-0.0133,0.9987
7.3750,0.0000,0.0000,-0.1450,0.0460,-0.0200,0.0870,0.0190,0.9940,0.9893,-0.1067,-0.0627,0.9933,0.0640,-0.0907,-0.0440,0.1320,0.9893,-0.0053,0.0933,1.0107,-0.0453,-0.0133,0.9973
7.3770,0.0000,0.0000,-0.0710,-0.1590,-0.0180,0.0550,0.0180,0.9960,0.9880,-0.1067,-0.0627,0.9933,0.0627,-0.0907,-0.0427,0.1320,0.9893,-0.0053,0.0933,1.0107,-0.0440,-0.0133,0.9947
7.3789,0.0000,0.0000,-0.0830,0.0690,-0.0170,0.0810,0.0230,0.9940,0.9893,-0.1067,-0.0613,0.9933,0.0627,-0.0907,-0.0413,0.1320,0.9893,-0.0067,0.0947,1.0107,-0.0440,-0.0133,0.9933
7.3809,0.0000,0.0000,-0.1570,-0.0320,-0.0150,0.1020,0.0180,0.9960,0.9893,-0.1067,-0.0600,0.9920,0.0627,-0.0920,-0.0413,0.1320,0.9893,-0.0080,0.0960,1.0093,-0.0453,-0.0133,0.9947
7.3828,0.0000,0.0000,-0.1550,0.0530,-0.0160,0.0440,0.0160,0.9980,0.9893,-0.1067,-0.0600,0.9907,0.0640,-0.0920,-0.0400,0.1320,0.9893,-0.0080,0.0960,1.0093,-0.0467,-0.0133,0.9987
7.3848,0.0000,0.0000,-0.1910,-0.0820,-0.0140,0.0760,0.0170,1.0000,0.9893,-0.1067,-0.0587,0.9907,0.0640,-0.0920,-0.0413,0.1320,0.9880,-0.0080,0.0960,1.0093,-0.0467,-0.0133,1.0013
7.3867,0.0000,0.0000,-0.0020,-0.0140,-0.0170,0.0520,0.0200,0.9970,0.9907,-0.1053,-0.0587,0.9907,0.0667,-0.0920,-0.0427,0.1320,0.9880,-0.0093,0.0960,1.0093,-0.0467,-0.0133,1.0013
7.3887,0.0000,0.0000,-0.1090,0.0680,-0.0180,0.0580,0.0200,0.9990,0.9893,-0.1053,-0.0573,0.9907,0.0680,-0.0907,-0.0440,0.1307,0.9880,-0.0093,0.0960,1.0093,-0.0467,-0.0147,1.0000
7.3906,0.0000,0.0000,-0.2830,0.0100,-0.0150,0.1300,0.0190,0.9960,0.9893,-0.1053,-0.0587,0.9907,0.0680,-0.0893,-0.0440,0.1293,0.9893,-0.0093,0.0960,1.0080,-0.0453,-0.0147,0.9960
7.3926,0.0000,0.0000,-0.1140,0.1340,-0.0170,0.0790,0.0190,0.9970,0.9893,-0.1067,-0.0587,0.9920,0.0680,-0.0867,-0.0440,0.1280,0.9893,-0.0093,0.0960,1.0067,-0.0440,-0.0147,0.9947
7.3945,0.0000,0.0000,-0.0170,0.0330,-0.0180,0.0400,0.0190,0.9980,0.9893,-0.1067,-0.0600,0.9907,0.0693,-0.0853,-0.0453,0.1267,0.9907,-0.0093,0.0960,1.0067,-0.0440,-0.0147,0.9947
7.3965,0.0000,0.0000,-0.0860,-0.1460,-0.0170,0.0910,0.0160,0.9970,0.9893,-0.1053,-0.0600,0.9907,0.0693,-0.0840,-0.0453,0.1267,0.9907,-0.0093,0.0973,1.0053,-0.0440,-0.0147,0.9960
7.3984,0.0000,0.0000,-0.1530,-0.0700,-0.0170,0.0790,0.0210,0.9940,0.9893,-0.1040,-0.0613,0.9893,0.0693,-0.0840,-0.0453,0.1267,0.9907,-0.0093,0.0973,1.0053,-0.0453,-0.0147,0.9987
7.4004,0.0000,0.0000,-0.1610,0.0250,-0.0150,0.0270,0.0190,0.9980,0.9893,-0.1013,-0.0627,0.9880,0.0693,-0.0840,-0.0467,0.1267,0.9907,-0.0093,0.0973,1.0067,-0.0467,-0.0160,1.0013
7.4023,0.0000,0.0000,-0.1350,0.0330,-0.0190,0.0160,0.0170,0.9970,0.9893,-0.1000,-0.0640,0.9880,0.0707,-0.0840,-0.0453,0.1267,0.9907,-0.0093,0.0973,1.0067,-0.0467,-0.0160,1.0013
7.4043,0.0000,0.0000,-0.0560,-0.0020,-0.0180,-0.0060,0.0160,0.9990,0.9893,-0.1000,-0.0653,0.9893,0.0707,-0.0840,-0.0453,0.1267,0.9907,-0.0093,0.0973,1.0080,-0.0480,-0.0160,1.0013
7.4062,0.0000,0.0000,-0.2100,-0.0430,-0.0180,0.0080,0.0180,0.9970,0.9880,-0.1013,-0.0653,0.9907,0.0693,-0.0853,-0.0453,0.1267,0.9907,-0.0093,0.0973,1.0080,-0.0467,-0.0160,1.0000
7.4082,0.0000,0.0000,-0.1150,-0.0390,-0.0180,0.1350,0.0210,0.9940,0.9880,-0.1027,-0.0653,0.9920,0.0680,-0.0853,-0.0440,0.1267,0.9907,-0.0093,0.0960,1.0093,-0.0467,-0.0147,0.9987
7.4102,0.0000,0.0000,-0.1570,-0.0230,-0.0180,0.0850,0.0200,0.9960,0.9880,-0.1053,-0.0653,0.9920,0.0667,-0.0867,-0.0440,0.1280,0.9907,-0.0080,0.0960,1.0093,-0.0453,-0.0133,0.9987
7.4121,0.0000,0.0000,-0.0830,-0.0820,-0.0180,0.1140,0.0190,1.0010,0.9867,-0.1067,-0.0653,0.9920,0.0653,-0.0867,-0.0440,0.1293,0.9907,-0.0067,0.0947,1.0107,-0.0453,-0.0133,0.9987
7.4141,0.0000,0.0000,-0.0830,0.0100,-0.0190,0.1040,0.0200,0.9990,0.9880,-0.1053,-0.0640,0.9907,0.0640,-0.0880,-0.0440,0.1307,0.9907,-0.0053,0.0947,1.0107,-0.0453,-0.0133,0.9987
7.4160,0.0000,0.0000,-0.1340,-0.0450,-0.0180,0.0190,0.0230,0.9980,0.9880,-0.1053,-0.0640,0.9907,0.0640,-0.0893,-0.0427,0.1307,0.9907,-0.0053,0.0933,1.0107,-0.0453,-0.0133,0.9987
7.4180,0.0000,0.0000,-0.2430,-0.0090,-0.0190,0.0300,0.0210,0.9980,0.9880,-0.1053,-0.0627,0.9907,0.0640,-0.0907,-0.0413,0.1307,0.9907,-0.0053,0.0933,1.0107,-0.0467,-0.0147,0.9987
7.4199,0.0000,0.0000,-0.1450,0.0370,-0.0180,0.1740,0.0200,0.9970,0.9893,-0.1067,-0.0613,0.9907,0.0653,-0.0920,-0.0413,0.1307,0.9907,-0.0053,0.0933,1.0107,-0.0467,-0.0147,0.9973
7.4219,0.0000,0.0000,-0.1240,0.0350,-0.0160,0.1470,0.0190,0.9960,0.9893,-0.1080,-0.0600,0.9907,0.0653,-0.0920,-0.0413,0.1307,0.9893,-0.0053,0.0933,1.0093,-0.0467,-0.0147,0.9973
7.4238,0.0000,0.0000,-0.1800,-0.0120,-0.0190,0.0790,0.0190,0.9970,0.9893,-0.1107,-0.0587,0.9907,0.0640,-0.0920,-0.0427,0.1307,0.9893,-0.0053,0.0933,1.0093,-0.0467,-0.0133,0.9960
7.4258,0.0000,0.0000,-0.2120,-0.0160,-0.0170,0.0880,0.0220,0.9950,0.9893,-0.1107,-0.0587,0.9907,0.0640,-0.0920,-0.0427,0.1320,0.9907,-0.0053,0.0947,1.0093,-0.0453,-0.0133,0.9973
7.4277,0.0000,0.0000,-0.0780,-0.0250,-0.0140,0.0860,0.0220,1.0000,0.9893,-0.1107,-0.0587,0.9907,0.0640,-0.0907,-0.0427,0.1320,0.9920,-0.0067,0.0947,1.0093,-0.0440,-0.0133,0.9987
7.4297,0.0000,0.0000,-0.0730,-0.0360,-0.0170,0.0450,0.0180,1.0000,0.9893,-0.1093,-0.0587,0.9907,0.0640,-0.0907,-0.0427,0.1320,0.9920,-0.0080,0.0947,1.0093,-0.0440,-0.0147,1.0000
7.4316,0.0000,0.0000,-0.1730,-0.0210,-0.0170,0.0160,0.0200,0.9980,0.9893,-0.1080,-0.0587,0.9907,0.0653,-0.0893,-0.0427,0.1320,0.9920,-0.0093,0.0960,1.0093,-0.0440,-0.0147,1.0013
7.4336,0.0000,0.0000,-0.1170,-0.0620,-0.0180,0.0820,0.0190,0.9950,0.9893,-0.1067,-0.0600,0.9907,0.0667,-0.0893,-0.0427,0.1307,0.9920,-0.0107,0.0973,1.0080,-0.0453,-0.0147,1.0013
7.4355,0.0000,0.0000,-0.1820,0.0670,-0.0170,0.0770,0.0200,0.9970,0.9893,-0.1053,-0.0600,0.9907,0.0680,-0.0880,-0.0427,0.1307,0.9920,-0.0107,0.0973,1.0080,-0.0453,-0.0133,1.0000
7.4375,0.0000,0.0000,-0.1120,-0.0660,-0.0170,0.0540,0.0170,0.9990,0.9907,-0.1053,-0.0600,0.9907,0.0680,-0.0867,-0.0440,0.1293,0.9920,-0.0107,0.0987,1.0080,-0.0453,-0.0133,1.0000
7.4395,0.0000,0.0000,-0.0910,-0.0480,-0.0180,0.0980,0.0180,0.9990,0.9907,-0.1053,-0.0587,0.9907,0.0680,-0.0867,-0.0440,0.1293,0.9920,-0.0107,0.0987,1.0080,-0.0440,-0.0133,1.0000
7.4414,0.0000,0.0000,-0.1200,0.0120,-0.0150,0.0450,0.0200,0.9980,0.9893,-0.1053,-0.0587,0.9920,0.0680,-0.0853,-0.0453,0.1293,0.9920,-0.0107,0.0987,1.0080,-0.0440,-0.0147,1.0013
7.4434,0.0000,0.0000,-0.1170,-0.0690,-0.0200,0.0630,0.0190,0.9980,0.9893,-0.1053,-0.0600,0.9933,0.0680,-0.0853,-0.0467,0.1280,0.9933,-0.0107,0.0987,1.0093,-0.0453,-0.0147,1.0027
7.4453,0.0000,0.0000,-0.1240,-0.0750,-0.0190,0.1060,0.0180,1.0000,0.9880,-0.1040,-0.0613,0.9947,0.0693,-0.0853,-0.0467,0.1280,0.9920,-0.0107,0.0973,1.0093,-0.0453,-0.0160,1.0027
7.4473,0.0000,0.0000,-0.1030,0.0340,-0.0170,0.0570,0.0240,1.0010,0.9880,-0.1040,-0.0640,0.9947,0.0693,-0.0853,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0467,-0.0160,1.0000
7.4492,0.0000,0.0000,-0.1180,0.0070,-0.0200,0.0640,0.0190,0.9990,0.9893,-0.1040,-0.0653,0.9933,0.0693,-0.0853,-0.0467,0.1293,0.9907,-0.0080,0.0973,1.0107,-0.0467,-0.0160,0.9973
7.4512,0.0000,0.0000,-0.1020,0.0510,-0.0210,0.0430,0.0180,1.0010,0.9893,-0.1040,-0.0653,0.9933,0.0693,-0.0853,-0.0467,0.1293,0.9907,-0.0080,0.0960,1.0107,-0.0453,-0.0147,0.9933
7.4531,0.0000,0.0000,-0.0900,0.0730,-0.0170,0.0290,0.0210,0.9980,0.9907,-0.1053,-0.0640,0.9920,0.0680,-0.0840,-0.0467,0.1307,0.9907,-0.0080,0.0947,1.0107,-0.0453,-0.0147,0.9933
7.4551,0.0000,0.0000,-0.1920,-0.0230,-0.0220,0.0770,0.0200,1.0010,0.9907,-0.1053,-0.0627,0.9920,0.0653,-0.0853,-0.0467,0.1307,0.9907,-0.0080,0.0933,1.0093,-0.0440,-0.0133,0.9947
7.4570,0.0000,0.0000,-0.1760,0.0340,-0.0200,0.0850,0.0220,1.0000,0.9893,-0.1080,-0.0627,0.9920,0.0640,-0.0853,-0.0453,0.1307,0.9907,-0.0080,0.0920,1.0107,-0.0440,-0.0133,0.9987
