Time,Speed,Brake,Gyro_Y,Gyro_X,Acc_Y_FM,Gyro_Z,Acc_X_FM,Acc_Z_FM,Acc_Z_Whl_LF,Acc_Y_Whl_LF,Acc_X_Whl_LF,Acc_Z_Whl_RF,Acc_Y_Whl_RF,Acc_X_Whl_RF,Acc_Y_Whl_LR,Acc_X_Whl_LR,Acc_Z_Whl_LR,Acc_Y_Whl_RR,Acc_X_Whl_RR,Acc_Z_Whl_RR,Acc_X_RM,Acc_Y_RM,Acc_Z_RM
0.0000,0.0000,0.0000,-0.1300,-0.0120,-0.0170,0.0040,0.0200,0.9990,0.9933,-0.1040,-0.0627,0.9920,0.0680,-0.0867,-0.0453,0.1293,0.9907,-0.0107,0.0973,1.0080,-0.0440,-0.0160,1.0027
0.0020,0.0000,0.0000,-0.1210,-0.0300,-0.0140,0.0340,0.0180,1.0020,0.9933,-0.1027,-0.0627,0.9920,0.0693,-0.0867,-0.0453,0.1293,0.9907,-0.0107,0.0973,1.0080,-0.0453,-0.0160,1.0000
0.0039,0.0000,0.0000,-0.0710,-0.0420,-0.0170,0.0430,0.0180,0.9980,0.9933,-0.1013,-0.0627,0.9933,0.0693,-0.0867,-0.0467,0.1280,0.9920,-0.0107,0.0973,1.0093,-0.0453,-0.0160,0.9987
0.0059,0.0000,0.0000,-0.1320,0.0460,-0.0170,0.0160,0.0170,0.9970,0.9907,-0.1027,-0.0627,0.9933,0.0693,-0.0867,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0160,0.9987
0.0078,0.0000,0.0000,-0.2090,0.0310,-0.0150,0.0430,0.0190,0.9990,0.9893,-0.1027,-0.0640,0.9933,0.0693,-0.0853,-0.0467,0.1280,0.9933,-0.0093,0.0960,1.0080,-0.0453,-0.0147,0.9987
0.0098,0.0000,0.0000,-0.0670,0.0660,-0.0200,0.0050,0.0170,1.0010,0.9880,-0.1040,-0.0640,0.9933,0.0680,-0.0853,-0.0467,0.1280,0.9933,-0.0093,0.0973,1.0080,-0.0453,-0.0147,0.9987
0.0117,0.0000,0.0000,-0.1270,-0.0230,-0.0190,0.0000,0.0190,0.9990,0.9893,-0.1040,-0.0640,0.9933,0.0667,-0.0853,-0.0453,0.1280,0.9933,-0.0093,0.0973,1.0080,-0.0440,-0.0147,0.9987
0.0137,0.0000,0.0000,-0.1470,0.0210,-0.0160,0.1020,0.0190,0.9980,0.9907,-0.1040,-0.0640,0.9920,0.0653,-0.0867,-0.0453,0.1293,0.9933,-0.0093,0.0973,1.0093,-0.0440,-0.0147,0.9973
0.0156,0.0000,0.0000,-0.1300,0.0880,-0.0180,0.0300,0.0210,1.0020,0.9920,-0.1040,-0.0627,0.9920,0.0653,-0.0880,-0.0440,0.1293,0.9920,-0.0093,0.0973,1.0093,-0.0440,-0.0147,0.9973
0.0176,0.0000,0.0000,-0.2020,0.0470,-0.0160,0.0070,0.0190,1.0020,0.9920,-0.1053,-0.0613,0.9920,0.0667,-0.0893,-0.0440,0.1293,0.9920,-0.0093,0.0960,1.0093,-0.0440,-0.0147,0.9973
0.0195,0.0000,0.0000,-0.0590,0.1280,-0.0200,0.0960,0.0200,1.0010,0.9920,-0.1053,-0.0600,0.9933,0.0667,-0.0893,-0.0440,0.1307,0.9920,-0.0093,0.0933,1.0093,-0.0453,-0.0147,0.9987
0.0215,0.0000,0.0000,-0.0940,0.0630,-0.0220,0.0940,0.0220,0.9990,0.9920,-0.1067,-0.0587,0.9933,0.0667,-0.0880,-0.0427,0.1320,0.9920,-0.0080,0.0933,1.0093,-0.0453,-0.0147,0.9973
0.0234,0.0000,0.0000,-0.2020,-0.0460,-0.0210,0.0230,0.0200,0.9980,0.9907,-0.1080,-0.0587,0.9933,0.0653,-0.0867,-0.0427,0.1333,0.9920,-0.0067,0.0933,1.0093,-0.0440,-0.0133,0.9960
0.0254,0.0000,0.0000,-0.1430,-0.0110,-0.0190,-0.0070,0.0210,0.9970,0.9893,-0.1093,-0.0587,0.9933,0.0640,-0.0867,-0.0427,0.1333,0.9920,-0.0053,0.0947,1.0093,-0.0427,-0.0133,0.9960
0.0273,0.0000,0.0000,-0.2370,-0.0550,-0.0190,0.0170,0.0200,1.0000,0.9893,-0.1093,-0.0587,0.9933,0.0640,-0.0867,-0.0427,0.1333,0.9920,-0.0067,0.0947,1.0093,-0.0427,-0.0133,0.9960
0.0293,0.0000,0.0000,-0.0630,-0.0170,-0.0190,0.0680,0.0180,1.0010,0.9893,-0.1093,-0.0587,0.9933,0.0627,-0.0893,-0.0427,0.1320,0.9920,-0.0067,0.0947,1.0107,-0.0427,-0.0133,0.9987
0.0312,0.0000,0.0000,-0.0920,-0.0010,-0.0190,0.0670,0.0190,1.0010,0.9907,-0.1080,-0.0587,0.9920,0.0640,-0.0893,-0.0427,0.1320,0.9920,-0.0067,0.0933,1.0107,-0.0440,-0.0133,1.0013
0.0332,0.0000,0.0000,-0.0680,-0.0630,-0.0170,0.0640,0.0200,1.0000,0.9907,-0.1080,-0.0600,0.9920,0.0653,-0.0893,-0.0427,0.1320,0.9920,-0.0067,0.0933,1.0107,-0.0440,-0.0147,1.0040
0.0352,0.0000,0.0000,-0.0990,-0.0880,-0.0140,-0.0020,0.0200,0.9990,0.9920,-0.1067,-0.0600,0.9907,0.0667,-0.0880,-0.0427,0.1320,0.9920,-0.0053,0.0947,1.0120,-0.0453,-0.0147,1.0040
0.0371,0.0000,0.0000,-0.1400,-0.0080,-0.0170,0.0520,0.0200,1.0010,0.9920,-0.1067,-0.0600,0.9920,0.0667,-0.0867,-0.0427,0.1320,0.9920,-0.0053,0.0960,1.0120,-0.0440,-0.0147,1.0027
0.0391,0.0000,0.0000,-0.1970,-0.0280,-0.0170,0.0410,0.0180,0.9990,0.9907,-0.1053,-0.0613,0.9920,0.0653,-0.0853,-0.0427,0.1320,0.9920,-0.0067,0.0973,1.0107,-0.0427,-0.0147,1.0013
0.0410,0.0000,0.0000,-0.1980,0.0760,-0.0170,0.0770,0.0160,0.9950,0.9907,-0.1053,-0.0613,0.9933,0.0653,-0.0867,-0.0427,0.1307,0.9920,-0.0080,0.0973,1.0107,-0.0427,-0.0160,1.0000
0.0430,0.0000,0.0000,-0.1650,0.1770,-0.0170,0.0190,0.0170,1.0000,0.9907,-0.1040,-0.0613,0.9933,0.0667,-0.0867,-0.0427,0.1293,0.9920,-0.0093,0.0987,1.0093,-0.0427,-0.0173,1.0000
0.0449,0.0000,0.0000,-0.2090,-0.0970,-0.0170,0.0250,0.0180,1.0000,0.9907,-0.1040,-0.0627,0.9933,0.0680,-0.0880,-0.0440,0.1293,0.9920,-0.0093,0.0973,1.0080,-0.0440,-0.0173,1.0013
0.0469,0.0000,0.0000,-0.0630,0.0810,-0.0150,0.0280,0.0170,1.0020,0.9907,-0.1040,-0.0627,0.9933,0.0693,-0.0880,-0.0453,0.1280,0.9920,-0.0093,0.0973,1.0080,-0.0453,-0.0173,1.0027
0.0488,0.0000,0.0000,-0.0320,0.0730,-0.0170,0.0480,0.0190,1.0020,0.9920,-0.1027,-0.0627,0.9933,0.0707,-0.0880,-0.0467,0.1293,0.9920,-0.0093,0.0973,1.0093,-0.0467,-0.0160,1.0027
0.0508,0.0000,0.0000,-0.1810,-0.0980,-0.0210,0.0750,0.0170,1.0020,0.9920,-0.1027,-0.0627,0.9933,0.0707,-0.0867,-0.0467,0.1293,0.9907,-0.0093,0.0973,1.0093,-0.0467,-0.0147,1.0027
0.0527,0.0000,0.0000,-0.1840,-0.0540,-0.0220,0.1020,0.0150,1.0030,0.9920,-0.1013,-0.0613,0.9933,0.0693,-0.0867,-0.0453,0.1280,0.9907,-0.0093,0.0987,1.0093,-0.0467,-0.0133,1.0000
0.0547,0.0000,0.0000,-0.2660,0.0880,-0.0190,0.0610,0.0170,1.0000,0.9920,-0.1027,-0.0627,0.9933,0.0693,-0.0880,-0.0453,0.1280,0.9907,-0.0107,0.0973,1.0080,-0.0453,-0.0133,0.9987
0.0566,0.0000,0.0000,-0.1570,-0.0350,-0.0190,0.0890,0.0180,1.0010,0.9920,-0.1040,-0.0627,0.9947,0.0680,-0.0880,-0.0440,0.1280,0.9920,-0.0093,0.0973,1.0080,-0.0453,-0.0147,0.9960
0.0586,0.0000,0.0000,-0.1620,0.0210,-0.0220,0.0770,0.0170,0.9990,0.9920,-0.1067,-0.0627,0.9933,0.0680,-0.0880,-0.0440,0.1280,0.9920,-0.0093,0.0960,1.0080,-0.0453,-0.0147,0.9960
0.0605,0.0000,0.0000,-0.2230,-0.0190,-0.0210,0.0510,0.0140,1.0060,0.9933,-0.1080,-0.0627,0.9933,0.0680,-0.0893,-0.0440,0.1293,0.9933,-0.0080,0.0947,1.0080,-0.0440,-0.0147,0.9960
0.0625,0.0000,0.0000,-0.2360,0.1180,-0.0210,0.0150,0.0160,1.0030,0.9933,-0.1080,-0.0640,0.9920,0.0667,-0.0907,-0.0440,0.1293,0.9933,-0.0067,0.0933,1.0093,-0.0453,-0.0133,0.9960
0.0645,0.0000,0.0000,-0.1000,0.0340,-0.0200,0.0450,0.0180,0.9980,0.9933,-0.1080,-0.0627,0.9920,0.0667,-0.0920,-0.0427,0.1307,0.9920,-0.0067,0.0933,1.0107,-0.0453,-0.0133,0.9987
0.0664,0.0000,0.0000,-0.1280,0.0910,-0.0180,0.1070,0.0210,0.9990,0.9933,-0.1067,-0.0627,0.9920,0.0653,-0.0933,-0.0427,0.1320,0.9907,-0.0053,0.0933,1.0120,-0.0453,-0.0133,1.0000
0.0684,0.0000,0.0000,-0.1300,-0.0980,-0.0170,0.0420,0.0180,0.9990,0.9920,-0.1067,-0.0613,0.9920,0.0640,-0.0933,-0.0413,0.1333,0.9907,-0.0053,0.0933,1.0120,-0.0467,-0.0133,1.0013
0.0703,0.0000,0.0000,-0.1130,0.1010,-0.0160,0.0420,0.0180,0.9960,0.9907,-0.1080,-0.0600,0.9933,0.0640,-0.0920,-0.0413,0.1347,0.9907,-0.0053,0.0933,1.0120,-0.0453,-0.0147,1.0000
0.0723,0.0000,0.0000,-0.1580,0.1090,-0.0200,0.0480,0.0200,0.9990,0.9893,-0.1093,-0.0587,0.9933,0.0627,-0.0907,-0.0413,0.1347,0.9907,-0.0067,0.0933,1.0107,-0.0453,-0.0147,1.0000
0.0742,0.0000,0.0000,-0.1510,-0.0680,-0.0160,0.1010,0.0170,0.9990,0.9893,-0.1093,-0.0573,0.9933,0.0627,-0.0893,-0.0413,0.1347,0.9907,-0.0067,0.0933,1.0107,-0.0440,-0.0133,0.9987
0.0762,0.0000,0.0000,-0.1840,-0.0800,-0.0170,0.0310,0.0200,0.9970,0.9893,-0.1093,-0.0573,0.9920,0.0613,-0.0893,-0.0413,0.1347,0.9907,-0.0067,0.0933,1.0107,-0.0440,-0.0120,0.9973
0.0781,0.0000,0.0000,-0.2060,-0.0670,-0.0190,0.0520,0.0190,0.9990,0.9907,-0.1093,-0.0587,0.9893,0.0627,-0.0893,-0.0413,0.1333,0.9907,-0.0067,0.0933,1.0107,-0.0440,-0.0120,0.9987
0.0801,0.0000,0.0000,-0.0400,0.0430,-0.0190,0.0860,0.0230,0.9980,0.9920,-0.1080,-0.0600,0.9893,0.0640,-0.0893,-0.0427,0.1333,0.9907,-0.0080,0.0933,1.0107,-0.0440,-0.0120,1.0000
0.0820,0.0000,0.0000,-0.0820,0.0260,-0.0170,0.0950,0.0210,1.0010,0.9920,-0.1067,-0.0613,0.9893,0.0653,-0.0893,-0.0427,0.1320,0.9920,-0.0080,0.0947,1.0107,-0.0453,-0.0133,1.0013
0.0840,0.0000,0.0000,-0.0750,-0.0100,-0.0180,0.0790,0.0170,0.9990,0.9920,-0.1053,-0.0613,0.9907,0.0667,-0.0880,-0.0427,0.1307,0.9920,-0.0080,0.0947,1.0093,-0.0453,-0.0147,1.0040
0.0859,0.0000,0.0000,-0.0660,0.0090,-0.0160,0.0680,0.0190,0.9990,0.9907,-0.1040,-0.0613,0.9920,0.0680,-0.0853,-0.0440,0.1293,0.9933,-0.0080,0.0960,1.0093,-0.0453,-0.0160,1.0040
0.0879,0.0000,0.0000,-0.2220,0.0990,-0.0160,0.0160,0.0200,1.0000,0.9893,-0.1040,-0.0613,0.9933,0.0693,-0.0853,-0.0440,0.1280,0.9933,-0.0080,0.0973,1.0093,-0.0453,-0.0160,1.0040
0.0898,0.0000,0.0000,-0.1620,-0.0220,-0.0160,0.1540,0.0190,1.0000,0.9880,-0.1040,-0.0613,0.9933,0.0693,-0.0840,-0.0453,0.1280,0.9933,-0.0080,0.0973,1.0080,-0.0453,-0.0160,1.0027
0.0918,0.0000,0.0000,-0.1130,-0.0040,-0.0180,0.0970,0.0200,0.9990,0.9893,-0.1040,-0.0627,0.9920,0.0693,-0.0840,-0.0467,0.1280,0.9933,-0.0093,0.0973,1.0080,-0.0453,-0.0147,1.0000
0.0938,0.0000,0.0000,-0.1650,-0.0220,-0.0170,0.0460,0.0210,1.0000,0.9907,-0.1027,-0.0627,0.9920,0.0693,-0.0840,-0.0467,0.1280,0.9933,-0.0093,0.0973,1.0093,-0.0453,-0.0147,0.9987
0.0957,0.0000,0.0000,-0.1670,0.0210,-0.0180,0.1030,0.0180,1.0010,0.9920,-0.1027,-0.0640,0.9920,0.0707,-0.0840,-0.0480,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0147,0.9960
0.0977,0.0000,0.0000,-0.0480,-0.0080,-0.0160,0.0760,0.0210,1.0000,0.9920,-0.1013,-0.0653,0.9920,0.0707,-0.0853,-0.0480,0.1280,0.9920,-0.0107,0.0973,1.0093,-0.0453,-0.0147,0.9960
0.0996,0.0000,0.0000,-0.0550,0.0700,-0.0160,0.0050,0.0190,0.9980,0.9920,-0.1013,-0.0653,0.9947,0.0693,-0.0853,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0147,0.9973
0.1016,0.0000,0.0000,-0.1720,-0.0560,-0.0170,0.0250,0.0180,1.0000,0.9907,-0.1027,-0.0640,0.9960,0.0680,-0.0853,-0.0453,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0160,1.0000
0.1035,0.0000,0.0000,-0.1310,0.1050,-0.0160,0.0450,0.0180,1.0000,0.9893,-0.1040,-0.0640,0.9960,0.0667,-0.0853,-0.0440,0.1280,0.9920,-0.0080,0.0973,1.0093,-0.0453,-0.0160,1.0013
0.1055,0.0000,0.0000,-0.1220,0.0970,-0.0190,0.0590,0.0190,0.9980,0.9893,-0.1053,-0.0627,0.9960,0.0640,-0.0867,-0.0440,0.1280,0.9920,-0.0080,0.0960,1.0093,-0.0453,-0.0160,1.0013
0.1074,0.0000,0.0000,-0.2430,0.0460,-0.0180,0.0560,0.0180,1.0010,0.9907,-0.1067,-0.0627,0.9947,0.0640,-0.0867,-0.0427,0.1293,0.9907,-0.0080,0.0947,1.0093,-0.0440,-0.0160,1.0000
0.1094,0.0000,0.0000,-0.1610,-0.0520,-0.0180,0.1340,0.0210,1.0000,0.9920,-0.1067,-0.0627,0.9947,0.0640,-0.0880,-0.0427,0.1307,0.9907,-0.0080,0.0947,1.0093,-0.0440,-0.0160,0.9960
0.1113,0.0000,0.0000,-0.2320,0.0900,-0.0190,0.1690,0.0180,1.0000,0.9920,-0.1067,-0.0627,0.9933,0.0653,-0.0880,-0.0427,0.1320,0.9893,-0.0080,0.0947,1.0107,-0.0440,-0.0147,0.9933
0.1133,0.0000,0.0000,-0.2180,-0.0210,-0.0170,0.0500,0.0170,1.0020,0.9920,-0.1067,-0.0613,0.9920,0.0653,-0.0893,-0.0427,0.1320,0.9893,-0.0067,0.0933,1.0107,-0.0453,-0.0133,0.9933
0.1152,0.0000,0.0000,-0.1240,-0.0140,-0.0180,-0.0320,0.0180,0.9990,0.9907,-0.1067,-0.0613,0.9920,0.0653,-0.0893,-0.0427,0.1320,0.9893,-0.0067,0.0933,1.0107,-0.0467,-0.0133,0.9960
0.1172,0.0000,0.0000,-0.1810,0.0570,-0.0180,0.0310,0.0190,0.9980,0.9893,-0.1080,-0.0600,0.9920,0.0640,-0.0893,-0.0427,0.1320,0.9907,-0.0053,0.0933,1.0107,-0.0480,-0.0120,0.9987
0.1191,0.0000,0.0000,-0.1220,-0.0810,-0.0180,0.0370,0.0190,0.9980,0.9893,-0.1080,-0.0587,0.9920,0.0640,-0.0893,-0.0427,0.1320,0.9907,-0.0053,0.0947,1.0107,-0.0480,-0.0120,1.0027
0.1211,0.0000,0.0000,-0.0650,-0.0210,-0.0180,0.0710,0.0190,0.9980,0.9893,-0.1080,-0.0587,0.9920,0.0627,-0.0893,-0.0427,0.1320,0.9920,-0.0053,0.0947,1.0107,-0.0467,-0.0133,1.0040
0.1230,0.0000,0.0000,-0.0620,-0.0140,-0.0170,0.0120,0.0210,0.9990,0.9893,-0.1093,-0.0600,0.9920,0.0627,-0.0893,-0.0427,0.1320,0.9920,-0.0067,0.0960,1.0107,-0.0467,-0.0133,1.0040
0.1250,0.0000,0.0000,-0.1360,0.0680,-0.0190,-0.0010,0.0200,0.9970,0.9893,-0.1093,-0.0600,0.9920,0.0627,-0.0893,-0.0440,0.1307,0.9920,-0.0080,0.0960,1.0107,-0.0467,-0.0133,1.0013
0.1270,0.0000,0.0000,-0.2520,-0.0230,-0.0150,-0.0430,0.0200,1.0000,0.9907,-0.1080,-0.0600,0.9907,0.0640,-0.0893,-0.0427,0.1307,0.9920,-0.0093,0.0960,1.0107,-0.0467,-0.0133,0.9987
0.1289,0.0000,0.0000,-0.1430,0.0150,-0.0190,-0.0060,0.0200,1.0000,0.9907,-0.1080,-0.0600,0.9907,0.0667,-0.0880,-0.0427,0.1293,0.9933,-0.0093,0.0960,1.0107,-0.0467,-0.0133,0.9973
0.1309,0.0000,0.0000,-0.1330,-0.0130,-0.0160,0.0870,0.0180,0.9990,0.9907,-0.1053,-0.0600,0.9893,0.0680,-0.0880,-0.0440,0.1280,0.9933,-0.0093,0.0960,1.0107,-0.0453,-0.0147,0.9947
0.1328,0.0000,0.0000,-0.1540,0.0350,-0.0160,0.0780,0.0160,0.9980,0.9907,-0.1040,-0.0600,0.9893,0.0693,-0.0880,-0.0440,0.1280,0.9947,-0.0093,0.0960,1.0093,-0.0453,-0.0160,0.9960
0.1348,0.0000,0.0000,-0.1400,0.0970,-0.0150,0.1120,0.0210,0.9980,0.9893,-0.1027,-0.0613,0.9907,0.0693,-0.0867,-0.0453,0.1280,0.9933,-0.0107,0.0973,1.0093,-0.0440,-0.0160,0.9987
0.1367,0.0000,0.0000,-0.0530,0.0090,-0.0180,0.0560,0.0180,0.9980,0.9893,-0.1027,-0.0627,0.9920,0.0693,-0.0853,-0.0453,0.1293,0.9920,-0.0107,0.0973,1.0080,-0.0440,-0.0160,1.0027
0.1387,0.0000,0.0000,-0.1450,0.1090,-0.0140,0.0430,0.0190,0.9980,0.9893,-0.1027,-0.0627,0.9933,0.0693,-0.0853,-0.0453,0.1293,0.9907,-0.0107,0.0987,1.0080,-0.0440,-0.0160,1.0053
0.1406,0.0000,0.0000,-0.1260,-0.0210,-0.0180,0.1140,0.0230,1.0010,0.9907,-0.1027,-0.0627,0.9947,0.0693,-0.0867,-0.0453,0.1293,0.9907,-0.0107,0.0987,1.0067,-0.0453,-0.0160,1.0053
0.1426,0.0000,0.0000,-0.0320,-0.0620,-0.0180,0.1280,0.0180,1.0000,0.9907,-0.1027,-0.0627,0.9933,0.0693,-0.0867,-0.0453,0.1293,0.9907,-0.0107,0.0987,1.0080,-0.0453,-0.0160,1.0027
0.1445,0.0000,0.0000,-0.0590,0.0300,-0.0200,0.0420,0.0180,1.0010,0.9920,-0.1027,-0.0627,0.9933,0.0693,-0.0880,-0.0453,0.1293,0.9907,-0.0093,0.0973,1.0080,-0.0453,-0.0160,0.9973
0.1465,0.0000,0.0000,-0.1440,0.0110,-0.0160,0.0420,0.0190,1.0000,0.9920,-0.1027,-0.0640,0.9933,0.0680,-0.0880,-0.0453,0.1293,0.9920,-0.0093,0.0973,1.0080,-0.0467,-0.0160,0.9920
0.1484,0.0000,0.0000,-0.1020,0.0430,-0.0160,0.0410,0.0180,0.9990,0.9920,-0.1013,-0.0640,0.9933,0.0680,-0.0893,-0.0453,0.1293,0.9907,-0.0080,0.0973,1.0093,-0.0467,-0.0160,0.9920
0.1504,0.0000,0.0000,-0.0710,0.0510,-0.0180,0.0160,0.0190,1.0000,0.9907,-0.1027,-0.0640,0.9947,0.0667,-0.0893,-0.0453,0.1293,0.9907,-0.0080,0.0960,1.0093,-0.0467,-0.0147,0.9947
0.1523,0.0000,0.0000,-0.1710,0.1040,-0.0190,0.0190,0.0210,0.9960,0.9907,-0.1040,-0.0627,0.9947,0.0653,-0.0893,-0.0453,0.1293,0.9893,-0.0080,0.0960,1.0107,-0.0467,-0.0147,0.9987
0.1543,0.0000,0.0000,-0.1650,0.0210,-0.0190,-0.0020,0.0170,1.0010,0.9907,-0.1067,-0.0627,0.9947,0.0653,-0.0893,-0.0440,0.1307,0.9907,-0.0080,0.0960,1.0120,-0.0453,-0.0133,1.0013
0.1562,0.0000,0.0000,-0.0720,-0.1330,-0.0190,0.0390,0.0200,0.9980,0.9907,-0.1080,-0.0613,0.9933,0.0653,-0.0893,-0.0440,0.1307,0.9907,-0.0080,0.0947,1.0120,-0.0453,-0.0120,1.0013
0.1582,0.0000,0.0000,-0.0770,-0.0990,-0.0170,0.0850,0.0210,0.9970,0.9907,-0.1080,-0.0613,0.9920,0.0653,-0.0893,-0.0427,0.1320,0.9907,-0.0067,0.0947,1.0120,-0.0453,-0.0120,1.0000
0.1602,0.0000,0.0000,-0.2510,-0.0070,-0.0180,0.1190,0.0160,0.9970,0.9907,-0.1080,-0.0600,0.9907,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0067,0.0947,1.0120,-0.0453,-0.0133,0.9973
0.1621,0.0000,0.0000,-0.2640,0.0260,-0.0170,0.0850,0.0200,0.9980,0.9907,-0.1080,-0.0600,0.9907,0.0640,-0.0893,-0.0413,0.1320,0.9907,-0.0067,0.0947,1.0120,-0.0453,-0.0133,0.9960
0.1641,0.0000,0.0000,-0.0560,0.0020,-0.0160,0.0500,0.0190,0.9960,0.9893,-0.1080,-0.0587,0.9907,0.0640,-0.0893,-0.0413,0.1333,0.9907,-0.0067,0.0947,1.0107,-0.0453,-0.0147,0.9960
0.1660,0.0000,0.0000,0.0120,0.0860,-0.0160,0.0740,0.0210,0.9990,0.9893,-0.1080,-0.0587,0.9920,0.0640,-0.0893,-0.0427,0.1333,0.9907,-0.0067,0.0933,1.0107,-0.0453,-0.0147,0.9973
0.1680,0.0000,0.0000,-0.1130,0.0470,-0.0160,0.0590,0.0220,1.0000,0.9880,-0.1093,-0.0587,0.9920,0.0640,-0.0880,-0.0427,0.1333,0.9920,-0.0067,0.0933,1.0107,-0.0440,-0.0133,0.9973
0.1699,0.0000,0.0000,-0.1590,-0.0180,-0.0170,0.0380,0.0180,0.9980,0.9880,-0.1107,-0.0587,0.9920,0.0640,-0.0880,-0.0427,0.1333,0.9920,-0.0080,0.0933,1.0093,-0.0440,-0.0133,0.9987
0.1719,0.0000,0.0000,-0.1550,0.0020,-0.0170,0.0830,0.0190,0.9960,0.9893,-0.1093,-0.0600,0.9920,0.0653,-0.0880,-0.0427,0.1333,0.9920,-0.0080,0.0933,1.0080,-0.0440,-0.0147,1.0000
0.1738,0.0000,0.0000,-0.1430,-0.0000,-0.0160,0.0760,0.0170,1.0000,0.9907,-0.1080,-0.0600,0.9907,0.0667,-0.0880,-0.0413,0.1320,0.9920,-0.0093,0.0947,1.0080,-0.0453,-0.0147,1.0013
0.1758,0.0000,0.0000,-0.0160,0.0130,-0.0170,0.1420,0.0200,0.9980,0.9907,-0.1053,-0.0600,0.9907,0.0680,-0.0867,-0.0427,0.1307,0.9920,-0.0107,0.0947,1.0080,-0.0453,-0.0160,1.0013
0.1777,0.0000,0.0000,-0.1510,0.0380,-0.0200,0.1640,0.0190,0.9990,0.9907,-0.1027,-0.0600,0.9893,0.0693,-0.0867,-0.0427,0.1293,0.9920,-0.0107,0.0947,1.0080,-0.0453,-0.0173,1.0013
0.1797,0.0000,0.0000,-0.0850,0.0350,-0.0180,0.0270,0.0200,0.9970,0.9907,-0.1013,-0.0600,0.9907,0.0693,-0.0853,-0.0440,0.1293,0.9920,-0.0107,0.0960,1.0080,-0.0467,-0.0173,1.0013
0.1816,0.0000,0.0000,-0.1030,-0.1420,-0.0130,0.0340,0.0170,1.0030,0.9907,-0.1013,-0.0613,0.9907,0.0693,-0.0840,-0.0453,0.1280,0.9920,-0.0107,0.0960,1.0080,-0.0453,-0.0173,1.0000
0.1836,0.0000,0.0000,-0.0760,-0.0150,-0.0190,0.0530,0.0200,0.9970,0.9893,-0.1027,-0.0627,0.9920,0.0693,-0.0840,-0.0467,0.1280,0.9920,-0.0093,0.0960,1.0093,-0.0453,-0.0160,1.0000
0.1855,0.0000,0.0000,-0.0150,0.0620,-0.0190,0.0130,0.0210,1.0010,0.9893,-0.1040,-0.0640,0.9933,0.0693,-0.0840,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0160,1.0000
0.1875,0.0000,0.0000,-0.1230,-0.0000,-0.0190,0.0150,0.0170,0.9980,0.9893,-0.1040,-0.0640,0.9947,0.0693,-0.0840,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0440,-0.0160,1.0000
0.1895,0.0000,0.0000,-0.1310,0.0410,-0.0180,0.0170,0.0190,0.9970,0.9893,-0.1040,-0.0640,0.9947,0.0693,-0.0853,-0.0453,0.1280,0.9920,-0.0107,0.0987,1.0093,-0.0440,-0.0160,1.0000
0.1914,0.0000,0.0000,-0.1860,0.0010,-0.0180,0.0370,0.0200,0.9980,0.9893,-0.1027,-0.0640,0.9947,0.0693,-0.0867,-0.0453,0.1280,0.9920,-0.0107,0.0987,1.0093,-0.0440,-0.0160,0.9987
0.1934,0.0000,0.0000,-0.1990,0.0390,-0.0200,0.0170,0.0220,1.0000,0.9893,-0.1040,-0.0627,0.9933,0.0693,-0.0867,-0.0440,0.1280,0.9920,-0.0107,0.0987,1.0093,-0.0440,-0.0160,0.9987
0.1953,0.0000,0.0000,-0.1060,-0.0800,-0.0160,0.0310,0.0190,1.0000,0.9907,-0.1040,-0.0627,0.9933,0.0680,-0.0880,-0.0440,0.1280,0.9920,-0.0107,0.0973,1.0080,-0.0453,-0.0160,0.9987
0.1973,0.0000,0.0000,-0.1320,-0.0410,-0.0180,-0.0050,0.0200,0.9990,0.9920,-0.1053,-0.0627,0.9933,0.0667,-0.0893,-0.0440,0.1280,0.9920,-0.0093,0.0960,1.0080,-0.0453,-0.0160,1.0000
0.1992,0.0000,0.0000,-0.1880,0.0300,-0.0170,0.0710,0.0210,1.0010,0.9920,-0.1067,-0.0613,0.9933,0.0653,-0.0893,-0.0440,0.1280,0.9907,-0.0080,0.0960,1.0080,-0.0467,-0.0147,1.0000
0.2012,0.0000,0.0000,-0.1250,-0.0190,-0.0180,0.0970,0.0210,1.0010,0.9920,-0.1080,-0.0613,0.9933,0.0640,-0.0893,-0.0440,0.1293,0.9907,-0.0067,0.0960,1.0080,-0.0467,-0.0147,1.0000
0.2031,0.0000,0.0000,-0.1130,0.0190,-0.0200,0.0610,0.0180,0.9990,0.9907,-0.1080,-0.0600,0.9933,0.0640,-0.0907,-0.0427,0.1307,0.9907,-0.0067,0.0947,1.0093,-0.0453,-0.0133,0.9987
0.2051,0.0000,0.0000,-0.1180,0.0210,-0.0190,0.0600,0.0180,0.9990,0.9907,-0.1093,-0.0600,0.9920,0.0640,-0.0907,-0.0413,0.1320,0.9907,-0.0067,0.0947,1.0093,-0.0453,-0.0133,0.9987
