Time,Dis_Dmp_LF,Dis_Dmp_LR,Dis_Dmp_RF,Dis_Dmp_RR,WFT_Fx_LF,WFT_Fx_LR,WFT_Fx_RF,WFT_Fx_RR,WFT_Fy_LF,WFT_Fy_LR,WFT_Fy_RF,WFT_Fy_RR,WFT_Fz_LF,WFT_Fz_LR,WFT_Fz_RF,WFT_Fz_RR,WFT_Mx_LF,WFT_Mx_LR,WFT_Mx_RF,WFT_Mx_RR,WFT_My_LF,WFT_My_LR,WFT_My_RF,WFT_My_RR,WFT_Mz_LF,WFT_Mz_LR,WFT_Mz_RF,WFT_Mz_RR
0.0820,-0.7518,-0.1256,-4.5492,-5.5043,-57.5165,77.1209,59.1001,98.8928,-268.1812,-66.3775,-245.1047,-338.3839,4284.3904,3691.9439,4566.0840,3689.6588,293.0989,312.1630,-482.4972,-427.0655,26.3256,-5.0113,28.2740,2.7177,-16.1427,-13.6926,27.5681,21.1263
0.0840,-0.7703,-0.1649,-4.5315,-5.4929,-56.8061,77.3792,59.9677,98.7617,-269.0176,-66.4988,-241.9868,-336.8865,4286.3056,3693.6802,4563.9172,3688.7963,293.0053,312.3177,-481.4123,-426.5147,26.2358,-5.0420,28.0749,2.7442,-16.3939,-13.7722,27.9341,21.1450
0.0859,-0.8553,-0.1813,-4.5336,-5.3961,-54.5340,77.7729,63.1026,98.9341,-268.9546,-64.8657,-236.4715,-335.7494,4293.2818,3695.0481,4561.8423,3684.7673,293.6699,312.9423,-479.7374,-425.7903,25.6858,-5.1185,27.2896,2.8001,-16.8570,-13.8601,28.9469,21.0936
0.0879,-0.9042,-0.1012,-4.5652,-5.3053,-54.1579,77.4301,64.3055,99.1791,-265.8138,-62.0901,-238.7623,-338.0303,4296.5865,3692.4431,4564.4084,3682.1862,294.9118,313.4838,-480.7053,-426.1902,25.3876,-5.0867,26.8453,2.8249,-16.4795,-13.7915,28.8427,20.9080
0.0898,-0.8635,0.0079,-4.6039,-5.3122,-56.1838,76.5483,62.0203,99.2809,-263.0164,-61.0113,-247.9714,-342.1348,4292.6669,3687.8630,4569.9910,3683.8133,295.3364,313.3246,-483.8305,-427.4734,25.7118,-4.9644,27.3047,2.8168,-15.5950,-13.6100,27.6085,20.7623
0.0918,-0.8946,-0.0133,-4.6033,-5.2839,-55.1346,76.7634,62.5135,99.4290,-265.4490,-60.0382,-247.1648,-340.6056,4295.1741,3688.9991,4568.7595,3682.2315,294.6810,313.7325,-483.6407,-426.8309,25.6340,-5.0032,27.1958,2.8431,-16.0142,-13.6481,27.9729,20.7754
0.0938,-0.8747,-0.0732,-4.5698,-5.3274,-55.5978,76.7834,61.9167,99.2491,-266.4262,-61.2576,-244.6398,-338.5979,4293.7934,3691.1280,4566.1383,3683.4822,294.1249,313.5740,-482.6785,-426.4257,25.9583,-5.0128,27.4414,2.8456,-16.2072,-13.7483,28.1120,20.8364
0.0957,-0.8937,-0.0726,-4.5742,-5.3072,-55.1236,76.8732,63.5036,99.3964,-263.6099,-61.8662,-240.7436,-339.2976,4295.1742,3690.8857,4565.9952,3682.7655,295.2086,313.3382,-481.4003,-426.6436,25.7202,-5.0562,27.2106,2.8419,-16.2186,-13.7190,28.6759,20.8595
0.0977,-0.7823,-0.0417,-4.5781,-5.4425,-57.8899,76.0481,59.8097,99.2306,-265.2957,-63.7480,-248.9363,-340.4564,4285.5752,3688.5866,4569.9021,3688.6085,293.7488,312.5762,-484.0698,-427.5868,26.4502,-4.9400,28.1475,2.7683,-15.8109,-13.6590,27.3873,20.9021
0.0996,-0.7565,0.0988,-4.6073,-5.4093,-60.7847,74.9306,59.3816,99.0498,-253.0438,-63.3386,-252.4958,-347.3455,4282.6988,3682.6271,4575.3563,3689.8040,297.4193,312.0766,-485.3280,-429.8357,26.5591,-4.7913,28.1224,2.7649,-14.1898,-13.4850,26.3682,20.5913
0.1016,-0.7566,0.0841,-4.6174,-5.4327,-59.5348,75.1449,59.9094,99.1287,-257.8840,-63.5966,-253.1812,-345.8656,4282.2455,3683.1002,4575.7089,3690.2764,295.9027,312.1149,-485.7307,-429.4334,26.3570,-4.8308,27.9486,2.7279,-14.7867,-13.5483,26.5717,20.6513
0.1035,-0.7985,0.0966,-4.6245,-5.3633,-58.8043,75.4220,60.3541,99.1960,-257.3927,-61.8919,-253.7701,-345.7700,4285.9142,3683.3725,4574.8874,3687.3623,296.4023,312.6759,-485.9369,-429.0572,26.0322,-4.8607,27.6845,2.7637,-14.6856,-13.4235,26.6172,20.6048
0.1055,-0.8368,0.1438,-4.6375,-5.2865,-58.9931,75.3746,60.4719,99.3070,-254.9746,-59.4976,-255.7339,-346.8936,4288.7762,3682.2031,4575.4528,3684.8090,297.4162,313.2799,-486.6542,-429.1029,25.8738,-4.8386,27.4595,2.7922,-14.2643,-13.3208,26.3566,20.4725
0.1074,-0.8284,0.1825,-4.7004,-5.3401,-56.6127,75.4714,62.8013,99.9602,-261.1451,-60.8939,-256.0800,-347.6767,4286.3811,3679.5564,4580.6267,3686.9473,295.5558,312.6377,-487.1992,-429.4988,25.3507,-4.9020,27.0518,2.6719,-15.2655,-13.4556,26.9230,20.6179
0.1094,-0.8051,0.1693,-4.7273,-5.4161,-55.3812,75.6079,63.7921,100.2246,-267.3400,-62.9112,-254.9217,-347.0206,4283.6387,3679.1501,4582.9635,3689.5998,293.5681,312.0177,-487.0116,-429.5296,25.2423,-4.9463,27.0401,2.5922,-16.1565,-13.6074,27.4233,20.7998
0.1113,-0.7253,0.0703,-4.6772,-5.5359,-57.0910,75.6620,59.7077,99.7189,-273.4833,-65.0554,-257.6767,-343.5022,4278.5253,3682.9552,4579.5465,3693.1799,290.9996,311.7717,-487.4830,-428.7302,26.0642,-4.9172,28.1161,2.6076,-16.3499,-13.6237,26.7605,21.0181
0.1133,-0.6915,-0.0237,-4.5778,-5.5456,-60.5234,75.5435,56.7543,98.7057,-265.7156,-66.1558,-253.4538,-342.1568,4278.0198,3687.3952,4571.9234,3693.5753,293.1067,311.7968,-485.3089,-428.4199,26.8845,-4.8489,28.7912,2.7177,-15.1883,-13.5879,26.1598,20.9798
0.1152,-0.7219,-0.0388,-4.5884,-5.5366,-58.4684,75.8454,59.0393,99.0297,-268.5328,-66.0748,-250.2999,-340.9076,4279.7318,3687.7652,4571.7612,3692.9244,292.3908,311.8233,-484.4540,-428.0215,26.5071,-4.9152,28.3022,2.6885,-15.9151,-13.7336,26.9495,21.0397
0.1172,-0.6808,-0.1276,-4.5660,-5.6472,-57.5342,76.2133,59.6655,99.0558,-274.5032,-69.3083,-246.2534,-337.6539,4276.2924,3690.2703,4570.0524,3696.1289,290.2359,311.0731,-483.0631,-427.4646,26.5872,-4.9793,28.4412,2.6211,-16.8402,-13.9355,27.6417,21.2932
0.1191,-0.6659,-0.1668,-4.5286,-5.6637,-58.6358,76.0773,59.6578,98.7408,-269.9717,-70.9277,-241.6316,-337.6231,4275.8528,3691.5803,4567.4517,3696.8856,291.5696,310.6743,-481.3439,-427.6676,26.8185,-4.9616,28.5338,2.6561,-16.4722,-14.0012,27.7822,21.2685
0.1211,-0.6474,-0.2184,-4.4792,-5.6834,-60.4007,75.8835,58.0487,98.2991,-267.8551,-71.1553,-239.8100,-336.1050,4275.1844,3693.8113,4564.1114,3697.5303,292.0316,310.8301,-480.5655,-427.4098,27.3490,-4.9133,28.8931,2.6975,-16.1330,-14.0706,27.5300,21.2155
0.1230,-0.6445,-0.0792,-4.5321,-5.6397,-61.9084,75.2019,58.8893,98.4864,-258.1846,-70.7565,-242.1748,-342.8684,4274.0320,3687.7919,4570.4934,3697.8104,295.1809,310.3040,-481.5676,-429.5247,27.1637,-4.8341,28.6998,2.6667,-14.9939,-13.8943,27.0934,20.9953
0.1250,-0.6246,-0.0691,-4.5429,-5.6687,-62.6054,75.2344,59.0713,98.4478,-256.4212,-72.5991,-240.6229,-344.7293,4272.5547,3686.7157,4572.0402,3699.0592,295.7972,309.6297,-481.0503,-430.2370,27.2088,-4.8364,28.8608,2.6521,-14.8372,-13.8360,27.2714,21.0395
0.1270,-0.6792,-0.0194,-4.5576,-5.5584,-62.3047,75.3423,58.5009,98.5725,-255.3640,-68.7360,-245.1835,-345.2488,4277.1229,3685.9875,4572.0159,3694.7796,296.4355,310.7457,-482.6434,-429.8638,27.0254,-4.8240,28.6644,2.7133,-14.4937,-13.6598,26.8233,20.8674
0.1289,-0.7111,0.0016,-4.5583,-5.4913,-62.3193,75.5355,59.1799,98.5488,-251.6009,-67.8909,-244.3345,-346.5231,4280.1045,3685.7268,4571.2489,3692.3253,297.9140,310.9415,-482.2592,-429.9858,26.8028,-4.8382,28.4423,2.7585,-14.0670,-13.5364,26.8961,20.8066
0.1309,-0.6713,-0.0319,-4.5476,-5.5686,-62.0958,75.4960,58.3212,98.4617,-257.9148,-68.6589,-246.6231,-344.1218,4276.4471,3686.7067,4571.1967,3694.8902,295.5461,310.8665,-483.0646,-429.5285,27.0293,-4.8298,28.6149,2.7067,-14.6490,-13.7070,26.6827,20.8964
0.1328,-0.7097,0.0056,-4.5642,-5.4980,-61.2802,75.6252,58.7782,98.6239,-258.3094,-66.3873,-249.8527,-344.5462,4279.4968,3686.1347,4571.6109,3692.2928,295.6392,311.5061,-484.1817,-429.3397,26.7198,-4.8429,28.3177,2.7285,-14.5587,-13.6157,26.5700,20.8230
0.1348,-0.7315,-0.0216,-4.5530,-5.4705,-60.5495,75.9404,59.0515,98.6446,-259.7803,-65.8652,-249.4182,-343.2957,4281.8539,3687.7744,4569.5820,3690.7395,295.3316,311.8214,-483.9276,-428.7757,26.5707,-4.8835,28.2121,2.7589,-14.7102,-13.5883,26.7822,20.8637
0.1367,-0.7167,0.0362,-4.5721,-5.4569,-61.3752,75.6185,58.5466,98.7555,-255.7838,-65.9597,-252.6050,-346.4447,4280.7683,3685.3294,4571.9938,3691.0105,296.4881,311.5073,-484.9301,-429.6678,26.5471,-4.8437,28.2992,2.7740,-14.0486,-13.4460,26.2707,20.7909
0.1387,-0.7329,-0.0208,-4.5612,-5.4823,-59.7376,76.0459,61.2717,98.8749,-257.4529,-67.7421,-245.0829,-344.7420,4281.7163,3686.9319,4570.3564,3691.4648,296.1726,311.1054,-482.5199,-429.2859,26.2703,-4.9258,27.8501,2.7366,-14.7894,-13.6690,27.3403,20.9005
0.1406,-0.6825,-0.0472,-4.5740,-5.5900,-59.1568,76.1029,62.3727,99.0290,-260.0824,-71.7551,-241.7112,-345.0708,4277.3323,3686.3365,4572.3228,3695.3968,295.1656,309.8331,-481.4760,-429.7970,26.2313,-4.9663,27.9435,2.6672,-15.3746,-13.7981,27.8831,21.0932
0.1426,-0.6982,-0.0517,-4.5634,-5.5581,-59.2694,76.1097,61.7940,98.9904,-259.7440,-70.2322,-242.6992,-344.2248,4278.9439,3686.9982,4571.1211,3693.9841,295.3097,310.3785,-481.7925,-429.3795,26.2940,-4.9540,27.9832,2.7032,-15.2769,-13.7575,27.7036,21.0371
0.1445,-0.7643,-0.0528,-4.5644,-5.4777,-57.8869,76.2750,63.9802,99.1615,-258.6078,-68.3809,-238.7831,-343.4954,4284.1393,3687.6131,4569.7700,3690.8392,296.1262,311.0008,-480.6943,-428.9128,25.9211,-4.9956,27.4018,2.7364,-15.5222,-13.8059,28.3846,20.9564
0.1465,-0.8171,-0.0403,-4.5934,-5.4226,-55.2422,76.4991,66.1049,99.6042,-262.2051,-66.9364,-238.4759,-342.6106,4287.9650,3687.5002,4570.3280,3688.4334,295.3427,311.4466,-480.8931,-428.3874,25.3122,-5.0733,26.8034,2.7374,-16.2055,-13.8183,28.9909,20.9706
0.1484,-0.8478,0.1271,-4.6676,-5.3268,-55.1413,75.8206,66.8440,100.0777,-257.6298,-63.6369,-246.5537,-347.9025,4288.9768,3681.2206,4577.2757,3686.4604,296.8908,311.7727,-483.9244,-429.7019,24.8249,-5.0067,26.3730,2.7224,-15.4347,-13.5771,28.2978,20.7351
0.1504,-0.8916,0.2260,-4.6721,-5.1977,-56.7190,75.3130,67.1393,99.8828,-246.0467,-60.4714,-248.2231,-352.0116,4292.3300,3678.3850,4578.0989,3683.0630,300.7400,312.3563,-484.3427,-430.6102,24.6644,-4.9217,26.0356,2.7766,-13.9569,-13.3583,27.6686,20.4357
0.1523,-0.8542,0.2018,-4.6657,-5.2712,-56.6204,75.2924,67.2729,99.7669,-248.5535,-62.3090,-247.6605,-351.1217,4288.6970,3678.7614,4578.3571,3685.8007,299.6554,311.8441,-484.0957,-430.6558,24.7387,-4.9285,26.1187,2.7067,-14.2835,-13.4690,27.7672,20.5466
0.1543,-0.7882,0.0297,-4.5956,-5.4220,-56.4927,75.7035,64.8406,99.2594,-259.2943,-65.3945,-245.3603,-344.0917,4284.3517,3685.1763,4572.2598,3689.6144,295.7261,311.6540,-483.0180,-428.9463,25.4015,-4.9761,26.8246,2.6803,-15.4574,-13.7412,27.9098,20.8378
0.1562,-0.8070,0.1198,-4.6513,-5.3682,-55.4773,75.6038,64.3849,99.6606,-260.5503,-62.8070,-253.3653,-346.0499,4285.2160,3682.1289,4576.3040,3687.8530,295.4051,312.1930,-485.8618,-429.1910,25.0324,-4.9710,26.7022,2.6629,-15.3850,-13.5397,27.3326,20.7517
0.1582,-0.8530,0.1824,-4.6941,-5.2986,-54.0626,75.6694,66.0186,99.9797,-259.6358,-61.1516,-254.2509,-347.8258,4288.2384,3679.8886,4578.7880,3685.5348,296.0657,312.5030,-486.4208,-429.4325,24.5401,-4.9958,26.2183,2.6640,-15.4926,-13.4809,27.5792,20.6569
