Time,Dis_Dmp_LF,Dis_Dmp_LR,Dis_Dmp_RF,Dis_Dmp_RR,WFT_Fx_LF,WFT_Fx_LR,WFT_Fx_RF,WFT_Fx_RR,WFT_Fy_LF,WFT_Fy_LR,WFT_Fy_RF,WFT_Fy_RR,WFT_Fz_LF,WFT_Fz_LR,WFT_Fz_RF,WFT_Fz_RR,WFT_Mx_LF,WFT_Mx_LR,WFT_Mx_RF,WFT_Mx_RR,WFT_My_LF,WFT_My_LR,WFT_My_RF,WFT_My_RR,WFT_Mz_LF,WFT_Mz_LR,WFT_Mz_RF,WFT_Mz_RR
0.0352,-0.7017,0.1324,-4.7037,-5.5597,-54.6673,75.8836,64.8858,99.9106,-274.2409,-69.9570,-259.3264,-347.9896,4275.6953,3679.4205,4581.9911,3695.2739,290.3833,309.6133,-488.2064,-430.5928,24.9541,-5.0464,26.9694,2.5489,-16.2747,-13.6598,27.6182,21.1254
0.0371,-0.6630,0.1427,-4.7177,-5.6154,-55.5561,75.6986,64.8860,99.7997,-271.5566,-73.1266,-257.2346,-350.6360,4272.8508,3677.8094,4584.1400,3697.7430,291.1583,308.4737,-487.4960,-431.6366,25.0654,-5.0362,27.2497,2.5473,-16.0506,-13.6045,27.7570,21.1824
0.0391,-0.6876,0.1289,-4.7194,-5.5959,-54.6280,75.7280,65.2001,99.7439,-273.9137,-72.4474,-256.4649,-349.3566,4274.8221,3678.3836,4583.4942,3696.6507,290.5520,308.7851,-487.4354,-431.1396,25.0183,-5.0419,27.0797,2.5929,-16.4689,-13.6814,27.9483,21.1231
0.0410,-0.6743,0.1122,-4.7122,-5.6197,-54.5880,75.5745,63.9121,99.5451,-278.2467,-72.2333,-259.5771,-347.6312,4273.8138,3679.0756,4583.0503,3697.2948,288.9598,308.9764,-488.5535,-430.6922,25.2439,-5.0095,27.2405,2.6283,-16.7591,-13.7479,27.6046,21.0883
0.0430,-0.6766,0.1833,-4.7382,-5.5858,-55.3961,75.2703,63.4705,99.5112,-276.0203,-71.2881,-264.0055,-350.1712,4273.6781,3676.4898,4585.8250,3696.7664,289.6548,308.9888,-490.0730,-431.4154,25.2030,-4.9566,27.2657,2.6492,-16.2062,-13.5914,27.1568,20.9805
0.0449,-0.7029,0.2212,-4.7367,-5.5185,-56.0370,75.0880,62.9028,99.3736,-273.6515,-68.9142,-266.8850,-350.8235,4275.7820,3675.9521,4585.5181,3694.6698,290.4772,309.6426,-490.9977,-431.4327,25.2061,-4.9118,27.1745,2.6892,-15.6927,-13.4987,26.7436,20.8335
0.0469,-0.7081,0.2684,-4.7397,-5.4737,-57.1012,74.7911,61.4487,99.3369,-271.5705,-66.7647,-271.6568,-351.9844,4276.1067,3674.8723,4586.0278,3693.5651,291.0364,310.1716,-492.5492,-431.6557,25.3508,-4.8538,27.2804,2.7073,-15.0982,-13.3968,26.0293,20.6937
0.0488,-0.7094,0.2310,-4.7034,-5.4591,-57.9408,74.9145,60.4540,99.1105,-269.6920,-66.5382,-270.0729,-351.0161,4276.9128,3676.9168,4582.4949,3692.8260,291.5909,310.4107,-491.7901,-431.3231,25.5893,-4.8541,27.4286,2.7363,-14.8053,-13.4117,25.8997,20.6727
0.0508,-0.6449,0.1434,-4.6528,-5.5477,-59.8508,75.2421,58.1221,98.7188,-269.3179,-69.9735,-267.8674,-349.8045,4273.2195,3680.0170,4578.6881,3695.4694,291.3544,309.6182,-490.5385,-431.2401,26.1330,-4.8693,28.2286,2.7475,-14.5187,-13.3546,25.7559,20.8849
0.0527,-0.6096,0.0689,-4.6318,-5.6407,-59.8089,75.6566,58.8243,98.6997,-271.9065,-73.3325,-262.2080,-348.0728,4270.3329,3681.9675,4577.2769,3698.3647,290.4362,308.7579,-488.5816,-431.1181,26.2649,-4.9261,28.3944,2.6877,-15.0678,-13.5069,26.4457,21.1116
0.0547,-0.5723,-0.0372,-4.5754,-5.7301,-60.8702,75.8423,58.6108,98.3129,-272.8846,-76.4318,-255.2454,-345.2717,4267.9020,3685.4774,4573.3222,3701.1355,289.9485,308.1508,-486.0696,-430.7197,26.7347,-4.9363,28.6894,2.6774,-15.3647,-13.7202,26.9070,21.2558
0.0566,-0.5939,-0.0323,-4.5946,-5.7178,-59.8055,76.0594,60.0172,98.6090,-274.5199,-76.5254,-253.9705,-345.3778,4269.4720,3685.1533,4574.3157,3700.4115,289.6941,308.0838,-485.8097,-430.6950,26.4482,-4.9782,28.4287,2.6680,-15.7143,-13.7265,27.3604,21.3054
0.0586,-0.6068,0.0107,-4.6474,-5.7157,-58.0444,76.1849,61.5899,99.1368,-278.1686,-76.7905,-255.7319,-346.7109,4269.9020,3683.0329,4578.1245,3700.3077,288.7487,307.8007,-486.6991,-431.0151,25.9839,-5.0301,28.1299,2.6349,-16.2236,-13.6960,27.6872,21.3772
0.0605,-0.6162,0.0846,-4.6735,-5.6815,-58.7235,75.7658,61.8552,99.2341,-275.3821,-75.3565,-258.4851,-349.2890,4269.9595,3680.1151,4581.3701,3699.9579,289.6586,307.9228,-487.7831,-431.7383,25.9654,-4.9684,27.9861,2.6300,-15.7781,-13.6645,27.3064,21.2284
0.0625,-0.6534,0.1099,-4.6582,-5.5950,-59.6306,75.6416,61.7230,99.0375,-269.6651,-73.0722,-258.3163,-350.4366,4273.4481,3680.0758,4579.8042,3697.1434,291.6579,308.5811,-487.5788,-431.7790,26.0040,-4.9277,27.8386,2.6921,-15.0284,-13.5905,26.9905,21.0426
0.0645,-0.6212,0.0182,-4.6000,-5.6399,-60.9845,75.8366,59.7848,98.5696,-269.5499,-74.7606,-255.7824,-348.2236,4272.3861,3683.8969,4574.8090,3698.1406,291.4483,308.4605,-486.2778,-431.1982,26.5308,-4.9331,28.3962,2.7360,-14.8707,-13.6152,26.8386,21.1334
0.0664,-0.6317,-0.0212,-4.5795,-5.6316,-60.7552,76.0151,59.8003,98.5176,-269.2772,-74.6864,-253.3343,-346.9397,4273.7436,3685.6856,4572.4011,3697.4196,291.5929,308.6924,-485.3485,-430.7269,26.5981,-4.9597,28.4158,2.7568,-15.0123,-13.6612,27.0275,21.1421
0.0684,-0.6471,-0.0574,-4.5352,-5.5917,-62.0279,76.1118,59.3444,98.1468,-264.0870,-74.3541,-250.1720,-346.4924,4276.0311,3687.7879,4568.4285,3695.8602,293.3143,308.9776,-483.9889,-430.5026,26.8129,-4.9463,28.5216,2.8263,-14.4370,-13.6067,27.0379,21.0688
0.0703,-0.6493,-0.0185,-4.5489,-5.5684,-62.2796,75.9636,58.6396,98.2771,-263.4837,-73.0350,-254.3041,-347.3713,4276.0866,3686.5252,4569.8452,3695.2458,293.4424,309.2746,-485.4328,-430.6705,26.7958,-4.9194,28.5847,2.8357,-14.2071,-13.5009,26.6424,20.9916
0.0723,-0.6900,0.0653,-4.6078,-5.5044,-59.9688,75.9769,60.6703,98.8591,-264.4078,-71.1891,-258.0104,-349.2983,4278.3770,3683.3588,4573.8738,3693.2382,293.4193,309.5528,-487.0846,-430.9801,26.0549,-4.9563,27.9308,2.8135,-14.4751,-13.4212,26.7946,20.9059
0.0742,-0.7351,0.0503,-4.6060,-5.4551,-58.3268,76.3430,64.1763,98.9120,-260.1474,-72.3897,-249.9934,-350.0191,4282.2733,3683.8425,4572.3336,3691.4326,295.2679,309.2070,-484.4704,-431.1061,25.4089,-5.0428,27.1870,2.8337,-14.5751,-13.4544,27.8612,20.9099
0.0762,-0.7541,0.0912,-4.6236,-5.4181,-57.8498,76.2333,65.3516,99.0522,-257.9086,-71.7098,-250.0653,-351.4303,4283.4654,3682.2057,4573.8721,3690.5064,296.1403,309.2364,-484.6263,-431.4483,25.0886,-5.0410,26.8382,2.8385,-14.4051,-13.4025,27.9385,20.8396
0.0781,-0.7013,0.1540,-4.6402,-5.4731,-59.4020,75.5047,64.8458,98.9392,-254.6591,-72.8407,-252.6739,-354.3704,4278.2848,3678.7774,4578.0213,3693.9351,296.7711,308.5439,-485.5830,-432.7090,25.2872,-4.9475,26.9529,2.7835,-13.8573,-13.4276,27.2964,20.7542
0.0801,-0.7080,0.1841,-4.6481,-5.4411,-59.6089,75.4272,62.5938,98.9648,-258.2145,-69.5240,-260.9751,-353.2363,4278.6622,3678.5645,4578.5803,3692.5355,295.4699,309.5736,-488.3528,-432.1015,25.4405,-4.8998,27.1810,2.7965,-13.7473,-13.3194,26.3931,20.6758
0.0820,-0.6949,0.2097,-4.6892,-5.4712,-58.2818,75.5880,60.9306,99.4128,-268.3428,-67.5839,-270.4484,-351.4073,4276.7301,3677.7640,4581.6669,3692.9949,292.0225,310.1598,-491.7080,-431.4207,25.4080,-4.9115,27.4496,2.7326,-14.5056,-13.2684,25.8655,20.7788
0.0840,-0.6826,0.2663,-4.7329,-5.4894,-57.3913,75.4293,61.1137,99.7564,-270.8262,-67.1414,-274.5663,-352.6631,4274.6683,3675.1233,4585.7779,3694.0855,291.1160,310.0711,-493.3147,-431.8184,25.2283,-4.9039,27.3608,2.6637,-14.7894,-13.2897,25.6374,20.7749
0.0859,-0.6843,0.2133,-4.6880,-5.4745,-58.2347,75.6580,59.6867,99.3634,-269.2414,-66.6648,-273.3128,-350.8746,4275.8981,3677.9738,4581.4843,3693.0518,291.5800,310.4947,-492.5610,-431.1690,25.5159,-4.8992,27.6291,2.7126,-14.5126,-13.2674,25.4493,20.7721
0.0879,-0.6926,0.2167,-4.7229,-5.4927,-55.5788,75.9812,59.9421,99.8697,-278.9914,-65.4571,-278.1859,-348.5897,4275.6616,3677.8571,4583.3150,3692.9544,288.4720,310.9101,-494.5050,-430.3715,25.1885,-4.9615,27.4451,2.6531,-15.6357,-13.3439,25.5782,20.8761
0.0898,-0.7242,0.1507,-4.6920,-5.4673,-54.2557,76.4664,59.7791,99.8109,-283.7716,-63.8715,-277.7954,-344.4458,4278.6680,3681.3468,4579.1129,3690.8367,287.0717,311.7395,-494.3137,-428.9329,25.1212,-5.0083,27.3097,2.6839,-16.1908,-13.4099,25.8184,20.9145
0.0918,-0.6211,0.0909,-4.6730,-5.6429,-55.0693,76.1743,57.6981,99.6235,-290.3198,-67.7130,-279.2308,-342.4371,4270.2217,3682.1465,4579.8715,3697.1133,284.2693,310.6819,-494.7564,-429.0092,25.6953,-4.9760,27.9745,2.6047,-16.7582,-13.6062,25.4881,21.1029
0.0938,-0.6145,0.1031,-4.6623,-5.6336,-56.3852,75.9800,58.3973,99.3513,-282.2995,-69.4093,-274.3522,-345.2471,4270.2759,3681.1915,4579.7765,3697.3996,286.9306,310.0027,-492.9807,-429.9768,25.7255,-4.9507,27.9503,2.6341,-16.0053,-13.5514,25.6555,21.0385
0.0957,-0.6048,0.0195,-4.6002,-5.6399,-58.0060,76.1882,57.4820,98.7433,-277.5300,-71.2218,-268.1491,-344.1324,4271.3433,3684.6914,4574.3434,3697.1091,288.4651,309.7599,-490.4679,-429.7040,26.0925,-4.9552,28.2954,2.7154,-15.4897,-13.5206,25.8282,21.0797
0.0977,-0.6482,0.0509,-4.5924,-5.5513,-59.0007,76.1098,58.8040,98.5942,-268.0417,-70.3275,-263.5077,-346.7039,4275.2321,3683.9068,4573.5314,3694.4489,291.8540,309.8867,-488.8351,-430.3154,25.9525,-4.9371,27.9854,2.7707,-14.6146,-13.4188,26.0560,20.9243
0.0996,-0.7035,0.1806,-4.6438,-5.4406,-58.9300,75.7278,61.1253,98.9783,-260.0322,-67.4373,-264.3729,-351.3471,4278.3225,3679.1188,4578.3131,3691.7340,294.7900,310.2430,-489.4323,-431.4834,25.4469,-4.8924,27.3022,2.7466,-13.9006,-13.3053,26.0252,20.6782
0.1016,-0.7347,0.2163,-4.6616,-5.3872,-58.3856,75.7298,61.9997,99.2054,-258.0756,-66.1096,-264.4717,-352.4961,4280.6474,3678.0960,4579.2571,3689.9571,295.6505,310.5468,-489.5624,-431.6237,25.1959,-4.8963,27.0148,2.7515,-13.8025,-13.2615,26.0968,20.6080
0.1035,-0.7336,0.1887,-4.6507,-5.3927,-58.6289,75.9082,61.9041,99.1783,-257.5791,-66.9965,-262.2192,-352.3572,4281.1786,3679.1981,4577.9485,3689.8846,295.9035,310.3801,-488.6746,-431.5519,25.2737,-4.9170,27.1594,2.7730,-13.8166,-13.2416,26.3042,20.6719
0.1055,-0.6833,0.1566,-4.6532,-5.4906,-58.6164,75.9676,61.5802,99.2062,-262.1144,-69.6672,-261.9413,-351.6501,4276.8867,3679.5072,4578.9930,3693.3232,294.2055,309.6226,-488.5687,-431.6566,25.4482,-4.9374,27.4661,2.7142,-14.3391,-13.3346,26.4379,20.8462
0.1074,-0.7099,0.1708,-4.6581,-5.4517,-58.3792,76.1316,63.1784,99.2250,-259.2006,-69.5916,-259.1442,-352.8189,4278.8716,3679.0423,4578.9418,3692.0766,295.4087,309.5587,-487.5993,-431.8870,25.1909,-4.9652,27.1575,2.7132,-14.1704,-13.2987,26.8209,20.8257
0.1094,-0.7368,0.0832,-4.6035,-5.4290,-58.7073,76.4975,64.7474,98.8162,-254.3174,-71.4116,-248.5399,-351.6261,4282.3467,3682.6017,4573.1733,3690.7562,297.3122,309.3165,-483.7251,-431.4885,25.2192,-5.0228,26.9901,2.7780,-14.0312,-13.3795,27.7141,20.8713
0.1113,-0.7483,0.0649,-4.6174,-5.4423,-56.6503,76.5495,64.8764,99.1721,-262.6061,-70.0157,-251.5703,-348.6077,4282.6411,3683.4145,4573.4076,3690.5434,294.6332,309.9108,-484.9907,-430.4776,25.0782,-5.0637,26.8053,2.7443,-15.0250,-13.5283,27.7484,20.9179
0.1133,-0.7741,0.1436,-4.6616,-5.3942,-56.1433,76.2989,66.2276,99.5563,-260.0711,-68.6268,-253.4218,-351.2393,4283.8563,3680.2769,4577.2354,3689.4055,295.6376,310.0063,-485.8231,-431.1204,24.7169,-5.0571,26.4764,2.7143,-14.8180,-13.4409,27.7565,20.8352
0.1152,-0.8424,0.2127,-4.6876,-5.2803,-56.1010,76.0986,69.1645,99.7264,-249.8369,-67.4218,-247.6651,-355.2587,4289.1929,3677.7012,4578.8422,3686.1044,299.5057,310.0521,-484.0347,-432.0429,24.2561,-5.0557,25.8646,2.7537,-14.1273,-13.3462,28.3609,20.6606
0.1172,-0.8721,0.2317,-4.6883,-5.2269,-56.2132,75.8804,69.4542,99.7079,-246.3766,-65.9917,-246.7496,-355.8869,4291.6006,3677.3566,4578.5063,3684.4448,300.7290,310.4511,-483.7871,-432.0566,24.2081,-5.0337,25.6928,2.7870,-13.8194,-13.3239,28.2929,20.5410
0.1191,-0.8452,0.1926,-4.6602,-5.2681,-57.4988,75.6493,68.3400,99.4028,-244.7359,-67.3073,-244.2889,-355.3172,4289.9185,3678.5439,4576.8762,3686.0117,301.0317,310.1776,-482.8302,-432.0750,24.6239,-4.9985,26.0634,2.8053,-13.6426,-13.3684,28.1833,20.5573
0.1211,-0.8040,0.1027,-4.6011,-5.3279,-59.4179,75.6670,65.9742,98.8733,-244.1494,-69.1875,-241.4334,-353.0859,4287.9002,3682.0109,4572.3158,3687.6504,300.9050,309.9572,-481.4803,-431.6122,25.2840,-4.9800,26.7681,2.8482,-13.4399,-13.3729,28.0040,20.6539
0.1230,-0.7832,0.1014,-4.5749,-5.3333,-61.4475,75.3707,64.9685,98.5236,-238.2204,-69.7270,-239.7878,-354.2002,4286.5749,3682.0014,4571.2050,3688.3297,302.6363,309.7645,-480.6835,-432.0830,25.6108,-4.9270,27.0583,2.8645,-12.6918,-13.2992,27.6794,20.6006
0.1250,-0.7539,0.1985,-4.6369,-5.3631,-61.1625,74.8951,64.3079,98.9566,-241.6735,-68.8035,-248.1388,-356.3985,4282.5757,3677.5840,4577.6624,3690.1660,301.2719,309.6658,-483.8228,-432.8391,25.5063,-4.8827,27.1221,2.7813,-12.8347,-13.2415,27.0291,20.5652
0.1270,-0.7645,0.1208,-4.5978,-5.3743,-60.9804,75.1590,64.3053,98.6422,-244.1864,-69.0487,-243.8586,-353.1015,4283.8893,3680.8831,4573.5301,3689.8093,300.5816,309.9701,-482.3292,-431.8824,25.6792,-4.9106,27.1292,2.8052,-13.2778,-13.4004,27.4509,20.6106
0.1289,-0.7336,0.1894,-4.6323,-5.3914,-61.9750,74.8488,62.4880,98.7458,-245.0259,-67.9845,-251.4480,-354.9563,4280.8037,3678.1286,4577.5737,3690.9173,300.1144,310.0546,-484.9067,-432.4442,25.7958,-4.8519,27.4954,2.7603,-12.9238,-13.2386,26.6124,20.5897
0.1309,-0.7267,0.1298,-4.6021,-5.3990,-62.9039,75.1449,60.1669,98.4737,-247.3096,-67.6156,-252.3489,-352.6612,4281.4810,3681.0609,4574.2637,3690.2465,299.3868,310.4881,-484.9304,-431.6085,26.1853,-4.8532,28.0639,2.8180,-12.9038,-13.1533,26.3753,20.6748
0.1328,-0.6641,0.0794,-4.5891,-5.5065,-63.7487,75.2102,57.3343,98.3900,-254.8345,-68.5343,-256.7669,-349.8276,4276.3711,3682.6327,4574.2101,3693.4847,296.5141,310.4088,-486.3065,-431.0199,26.7315,-4.8319,28.8108,2.7673,-13.3660,-13.1942,25.8557,20.8507
0.1348,-0.6579,0.0435,-4.5629,-5.5230,-64.2813,75.2347,56.6215,98.2348,-255.6268,-68.1538,-256.0052,-348.0043,4275.8362,3684.1719,4572.3273,3693.8535,296.1377,310.6836,-485.9842,-430.5473,27.0079,-4.8115,28.9121,2.7614,-13.4356,-13.3027,25.7111,20.8338
0.1367,-0.6145,0.0055,-4.5821,-5.6340,-62.8828,75.4972,56.8459,98.5617,-264.5029,-70.6561,-256.5485,-346.0379,4271.6742,3684.5148,4574.2263,3697.2975,293.0853,310.0043,-486.3441,-430.2802,27.0079,-4.8637,29.0652,2.6723,-14.5447,-13.4728,26.0651,21.0643
0.1387,-0.5577,-0.0287,-4.5692,-5.7177,-63.6747,75.4572,55.0670,98.4526,-266.9528,-72.6620,-257.9692,-345.3124,4267.6441,3685.2694,4574.1605,3700.1692,291.9203,309.4932,-486.6692,-430.3146,27.3848,-4.8469,29.6007,2.6571,-14.6410,-13.5055,25.7059,21.1829
0.1406,-0.6766,0.0316,-4.6203,-5.5652,-59.9485,75.8896,59.7825,99.1581,-265.6604,-69.2697,-254.0819,-346.3082,4276.3058,3683.6589,4575.5813,3694.5131,293.2156,310.3495,-485.8642,-430.0439,26.3211,-4.9466,28.3258,2.6680,-15.1728,-13.5555,26.8036,21.0534
0.1426,-0.7377,0.0787,-4.6671,-5.4951,-57.0436,76.1347,62.1027,99.8292,-269.1758,-66.4153,-255.4183,-345.9800,4280.1298,3682.2566,4577.9231,3691.7042,292.4899,311.0764,-486.7187,-429.6057,25.6533,-5.0095,27.6333,2.6286,-15.8535,-13.5893,27.2615,21.0267
0.1445,-0.7805,0.1026,-4.6895,-5.4494,-54.9713,76.2556,64.4077,100.1983,-269.9221,-64.7959,-253.9534,-345.6884,4282.6671,3681.5553,4578.8924,3690.0078,292.5201,311.4605,-486.4753,-429.3542,25.1321,-5.0562,26.9925,2.5802,-16.2511,-13.6639,27.7209,21.0034
0.1465,-0.7854,0.1330,-4.7163,-5.4537,-53.7038,76.1062,65.2911,100.4895,-271.8682,-63.9032,-255.2436,-345.7220,4282.1324,3680.1079,4581.3678,3690.2415,291.8894,311.5700,-487.1284,-429.3485,24.8858,-5.0589,26.7328,2.5161,-16.6079,-13.7264,27.7651,21.0074
0.1484,-0.7652,0.1401,-4.7071,-5.4649,-54.9073,75.8436,65.6713,100.1791,-264.2018,-65.9687,-250.8755,-348.3924,4281.0833,3679.2909,4581.5123,3691.2408,294.3005,310.7840,-485.4311,-430.2701,24.9497,-5.0314,26.8339,2.5274,-15.9051,-13.6632,27.8277,21.0003
0.1504,-0.7331,0.1390,-4.7244,-5.5206,-54.5196,75.7054,65.2022,100.1475,-266.2422,-67.4922,-251.9453,-348.6672,4278.5200,3678.6239,4583.4407,3693.1668,293.4617,310.2880,-485.8176,-430.4643,24.9915,-5.0287,27.0697,2.5113,-16.1994,-13.6653,27.7595,21.0899
0.1523,-0.7356,0.1448,-4.7448,-5.5183,-53.1075,75.8169,61.9684,100.3497,-278.6035,-63.1870,-265.0565,-344.3359,4278.2149,3679.5644,4584.3033,3691.8696,289.2044,311.8152,-490.3618,-428.8354,25.1235,-5.0139,27.4510,2.5043,-17.0351,-13.5789,26.7706,21.1106
0.1543,-0.7133,0.1607,-4.7377,-5.5235,-54.2499,75.3582,58.9612,100.1304,-280.2262,-61.3484,-271.9237,-343.5184,4276.5680,3679.4056,4584.5106,3692.1233,288.3261,312.4303,-492.6147,-428.5656,25.5616,-4.9299,27.9215,2.5388,-16.8190,-13.5095,25.7637,21.0070
0.1562,-0.7820,0.2290,-4.7485,-5.3896,-54.1312,75.1163,59.9238,100.1475,-273.7720,-57.9651,-272.2487,-345.5409,4281.9737,3677.7980,4584.4635,3687.8331,290.7945,313.3044,-492.8321,-428.7875,25.2512,-4.8966,27.3835,2.6099,-16.2070,-13.4059,25.6568,20.7241
0.1582,-0.8081,0.2503,-4.7576,-5.3404,-53.7372,75.2111,60.0299,100.2497,-273.1850,-56.7143,-273.4886,-345.8178,4284.1567,3677.5289,4584.3291,3685.8952,291.2102,313.6744,-493.2438,-428.6770,25.0347,-4.9054,27.2520,2.6342,-16.1223,-13.2900,25.6704,20.6719
