Time,Dis_Dmp_LF,Dis_Dmp_LR,Dis_Dmp_RF,Dis_Dmp_RR,WFT_Fx_LF,WFT_Fx_LR,WFT_Fx_RF,WFT_Fx_RR,WFT_Fy_LF,WFT_Fy_LR,WFT_Fy_RF,WFT_Fy_RR,WFT_Fz_LF,WFT_Fz_LR,WFT_Fz_RF,WFT_Fz_RR,WFT_Mx_LF,WFT_Mx_LR,WFT_Mx_RF,WFT_Mx_RR,WFT_My_LF,WFT_My_LR,WFT_My_RF,WFT_My_RR,WFT_Mz_LF,WFT_Mz_LR,WFT_Mz_RF,WFT_Mz_RR
0.0352,-0.7702,0.2356,-4.7453,-5.4253,-53.5503,75.0921,63.1853,100.5254,-268.0257,-59.5529,-264.6805,-346.6067,4279.5088,3676.7634,4585.6621,3690.3740,292.6098,312.7300,-490.2801,-429.3899,24.8100,-4.9220,26.7510,2.4598,-16.1412,-13.5797,26.2646,20.7598
0.0371,-0.7707,0.1903,-4.7090,-5.4216,-54.5366,75.2656,63.1441,100.0599,-263.4997,-60.9409,-259.2192,-346.4878,4280.5671,3678.6526,4582.4081,3690.0412,294.1874,312.4805,-488.1557,-429.3962,24.9832,-4.9205,26.8873,2.5078,-15.7971,-13.5624,26.5738,20.7659
0.0391,-0.7541,0.0906,-4.6222,-5.4302,-57.3629,75.3806,61.1275,99.1413,-257.4712,-62.4295,-252.8535,-344.7831,4281.2910,3683.0734,4575.3584,3689.9210,296.0576,312.4504,-485.4421,-428.9918,25.6792,-4.8810,27.4548,2.6091,-15.0501,-13.5478,26.5207,20.7529
0.0410,-0.8257,0.0961,-4.6268,-5.3194,-56.4348,75.9142,62.7042,99.2327,-253.9390,-60.9589,-249.7072,-345.4323,4287.7886,3683.8393,4573.3499,3685.3515,297.8263,312.9446,-484.3163,-428.7272,25.2016,-4.9493,27.0472,2.6774,-14.8331,-13.3696,27.1060,20.7146
0.0430,-0.7991,0.0306,-4.5904,-5.3779,-57.2463,75.9922,62.6617,98.9272,-253.9489,-63.1811,-244.8229,-343.8716,4285.9616,3685.9746,4570.8543,3687.2762,297.7288,312.4804,-482.5367,-428.5679,25.4693,-4.9562,27.2107,2.6586,-14.9493,-13.4925,27.4078,20.8054
0.0449,-0.7909,0.0209,-4.5639,-5.3655,-59.0766,75.7809,62.3820,98.6112,-246.7788,-64.5237,-240.5555,-345.7205,4286.2940,3686.2424,4569.0767,3687.2346,300.0877,312.0567,-480.8437,-429.1719,25.6802,-4.9268,27.3564,2.7077,-14.1532,-13.4335,27.3540,20.7554
0.0469,-0.7597,-0.0156,-4.5052,-5.3711,-62.0291,75.4222,59.9360,98.0086,-240.5624,-65.0643,-239.3061,-345.9074,4285.1885,3688.0107,4565.2344,3687.7582,301.7967,312.0416,-479.9736,-429.3167,26.3189,-4.8467,27.8658,2.7829,-13.1475,-13.3979,26.6479,20.6704
0.0488,-0.7276,-0.0148,-4.5391,-5.4481,-60.1989,75.4446,59.5476,98.4995,-250.7155,-65.2328,-244.7274,-343.9769,4281.5857,3687.3363,4568.2543,3690.1670,298.2870,312.0092,-482.0846,-428.8732,26.2201,-4.8741,27.9023,2.6967,-14.2188,-13.5445,26.4889,20.8070
0.0508,-0.7328,-0.0560,-4.5456,-5.4840,-57.8474,75.8427,60.1384,98.8375,-260.5058,-64.6770,-246.3862,-340.1462,4281.3207,3688.9735,4567.8618,3690.5684,295.1344,312.4036,-482.8683,-427.7307,26.0187,-4.9370,27.6768,2.6426,-15.4069,-13.7400,26.8022,20.9296
0.0527,-0.6708,-0.0740,-4.5216,-5.5556,-59.7076,75.5820,57.9492,98.5598,-259.8822,-66.3588,-248.5392,-340.3485,4276.9238,3689.2419,4567.5955,3693.4774,294.8611,311.9097,-483.3542,-428.0732,26.5093,-4.8770,28.2445,2.6429,-14.9838,-13.7327,26.1479,20.9646
0.0547,-0.7020,-0.1657,-4.4744,-5.5264,-59.1930,76.2231,57.8208,98.3714,-261.6055,-66.1041,-244.7645,-336.9396,4280.8614,3693.6849,4561.7891,3691.1691,294.5164,312.4141,-481.8653,-426.8336,26.5594,-4.9411,28.2773,2.7243,-15.2252,-13.7481,26.6047,21.0418
0.0566,-0.6305,-0.2059,-4.4786,-5.6668,-59.0785,76.2716,57.4440,98.4833,-268.0451,-69.5984,-245.0329,-335.7930,4274.5658,3693.8319,4563.6495,3696.1209,292.0155,311.3814,-482.0506,-427.0147,26.7851,-4.9660,28.6578,2.6320,-15.9331,-13.8915,26.7602,21.2702
0.0586,-0.6091,-0.0770,-4.5709,-5.6917,-57.9085,75.8886,58.1112,99.2221,-271.4120,-69.1378,-253.2828,-339.6880,4270.8986,3687.7209,4572.6370,3697.9660,290.7869,310.9387,-485.3444,-428.2419,26.3991,-4.9523,28.4995,2.5269,-16.1939,-13.8177,26.3672,21.2479
0.0605,-0.6117,-0.0125,-4.6365,-5.7051,-55.7560,76.0039,60.0279,99.7895,-275.1041,-69.3953,-255.6929,-341.4914,4269.7913,3684.4109,4577.9769,3698.6816,289.7135,310.5575,-486.5703,-428.7624,25.8469,-5.0080,28.1186,2.4406,-16.8151,-13.8212,26.6843,21.3072
0.0625,-0.6156,-0.0126,-4.6264,-5.6915,-55.9550,76.0135,60.1184,99.6095,-273.3281,-69.0612,-255.0331,-341.5502,4270.2291,3684.6165,4577.2550,3698.3249,290.2632,310.6735,-486.3289,-428.7475,25.8549,-5.0037,28.0442,2.4444,-16.6250,-13.8298,26.6139,21.2623
0.0645,-0.6688,0.0616,-4.6315,-5.5627,-56.7473,75.7506,60.2110,99.5163,-265.4686,-65.7718,-257.1028,-344.3514,4274.8403,3682.8660,4577.3348,3694.4037,293.0080,311.4499,-486.9977,-429.1752,25.7097,-4.9490,27.7474,2.5267,-15.5939,-13.6513,26.1631,20.9933
0.0664,-0.6484,0.0455,-4.6329,-5.5984,-56.1857,75.7904,59.0732,99.5472,-270.6384,-65.6842,-261.1232,-342.6767,4273.2805,3683.5528,4577.4635,3695.3209,291.1159,311.5722,-488.3450,-428.7099,25.7736,-4.9533,27.9484,2.5157,-15.9716,-13.6533,25.8700,21.0636
0.0684,-0.6548,0.0677,-4.6316,-5.5682,-56.6094,75.6725,58.7164,99.4626,-268.0106,-64.8483,-262.6911,-343.4860,4274.0034,3683.0141,4577.5391,3694.4754,291.9384,311.7377,-488.7811,-428.8795,25.7443,-4.9278,27.9434,2.5410,-15.5521,-13.5543,25.5786,20.9892
0.0703,-0.6292,0.1713,-4.6837,-5.5723,-57.0729,75.2207,57.3062,99.7775,-269.1039,-63.3273,-272.7366,-346.1612,4270.8520,3678.7657,4583.3431,3695.4202,291.2912,311.7724,-492.3115,-429.7013,25.7149,-4.8595,28.1352,2.4947,-15.2152,-13.3777,24.6138,20.9046
0.0723,-0.6050,0.1093,-4.6625,-5.6238,-57.0563,75.5185,56.0425,99.6764,-273.5876,-64.4347,-273.0108,-343.6010,4269.4489,3681.1200,4581.1663,3696.4832,289.7129,311.6933,-492.2534,-429.0576,25.9344,-4.8938,28.5054,2.4929,-15.6262,-13.3974,24.6204,21.0420
0.0742,-0.5955,0.1661,-4.7018,-5.6381,-56.6000,75.3076,56.1358,100.0419,-275.9908,-63.7537,-277.3102,-344.6665,4267.4882,3678.5031,4585.0762,3697.4143,288.8695,311.6631,-493.9632,-429.4858,25.7918,-4.8847,28.4129,2.4205,-15.8247,-13.3988,24.3521,21.0167
0.0762,-0.6159,0.2274,-4.7164,-5.5747,-57.1257,75.1356,55.9399,100.1541,-271.8540,-61.6902,-280.2812,-346.6248,4268.8920,3676.7202,4586.3052,3695.6451,290.2953,312.0896,-494.9646,-429.9126,25.6455,-4.8553,28.2575,2.4164,-15.1945,-13.2551,23.8787,20.8745
0.0781,-0.6277,0.2717,-4.7396,-5.5508,-57.1634,75.0108,57.4417,100.3397,-267.1898,-62.3120,-277.5836,-349.4991,4269.5413,3674.6226,4588.3108,3695.4479,292.0142,311.6531,-494.1764,-430.8121,25.3848,-4.8624,27.9721,2.3911,-14.8799,-13.2183,24.1359,20.8278
0.0801,-0.7219,0.1870,-4.7046,-5.4640,-55.0745,75.7318,61.6671,100.2808,-264.3095,-62.4973,-263.3938,-347.1590,4277.8092,3678.5251,4582.3896,3691.4326,293.7926,311.9339,-489.4868,-429.8851,24.8593,-4.9832,27.0600,2.4394,-15.4096,-13.4201,25.8527,20.8424
0.0820,-0.7648,0.2012,-4.6636,-5.3613,-57.6888,75.4281,63.3698,99.7090,-247.3566,-63.0861,-252.7996,-351.2881,4282.5599,3678.3566,4579.2579,3688.8244,299.6670,311.5776,-485.5862,-431.0413,24.9051,-4.9259,26.7740,2.5445,-13.7976,-13.3209,26.2336,20.6330
0.0840,-0.7695,0.1732,-4.6358,-5.3411,-58.5830,75.2648,62.0554,99.4241,-245.9997,-62.7646,-252.2782,-350.7290,4284.0389,3679.9244,4576.5925,3687.9107,300.0773,311.8130,-485.2199,-430.7554,25.2299,-4.8887,27.0185,2.6293,-13.5270,-13.3219,25.9881,20.5853
0.0859,-0.7573,0.1564,-4.6264,-5.3673,-58.6190,75.0991,62.0362,99.2791,-246.7557,-63.6033,-251.2684,-350.3825,4283.0839,3680.3493,4576.1714,3688.9636,299.7159,311.5957,-484.8585,-430.7727,25.3813,-4.8690,27.0527,2.6373,-13.6789,-13.4417,26.0296,20.5893
0.0879,-0.7656,0.0700,-4.6160,-5.4183,-56.2770,75.6837,64.1016,99.3018,-253.2276,-65.9225,-245.0240,-347.1507,4283.7329,3683.3000,4573.7960,3689.7682,297.8354,311.2123,-482.8253,-429.9231,25.1597,-4.9766,26.7791,2.6079,-14.9012,-13.6878,27.1782,20.7933
0.0898,-0.7309,0.1112,-4.6392,-5.4508,-56.7847,75.4993,61.9534,99.3672,-256.9035,-65.0855,-253.1592,-347.6148,4280.5475,3681.6800,4576.6462,3691.0072,296.3211,311.3387,-485.5488,-430.0614,25.3800,-4.9303,27.2118,2.5760,-14.8692,-13.5944,26.3895,20.7980
0.0918,-0.7465,0.1292,-4.6443,-5.4010,-57.0568,75.6504,59.6739,99.3695,-258.9808,-62.4227,-259.8005,-347.1284,4282.4254,3681.9727,4576.0993,3688.6005,295.6338,312.2148,-487.6922,-429.5162,25.5388,-4.9124,27.5573,2.6357,-14.6793,-13.4168,25.7537,20.7384
0.0938,-0.7476,0.0590,-4.6190,-5.4355,-56.7102,76.1114,61.1899,99.1510,-258.9760,-65.0160,-252.0440,-345.8582,4282.8820,3684.2339,4573.4324,3689.3507,295.7838,311.6530,-485.0558,-429.3133,25.5373,-4.9745,27.4819,2.6351,-15.0743,-13.5513,26.7168,20.8565
0.0957,-0.7729,0.0125,-4.6091,-5.4178,-55.7223,76.6007,62.1326,99.1223,-259.7459,-65.8022,-247.8863,-344.7077,4285.7036,3686.1893,4571.0680,3687.8984,295.8348,311.6277,-483.6394,-428.8250,25.3465,-5.0438,27.3683,2.6790,-15.4032,-13.5310,27.3847,20.9337
0.0977,-0.8039,-0.0077,-4.5905,-5.3763,-55.9445,76.7108,63.6457,98.9102,-254.7474,-66.4588,-241.4600,-345.2613,4288.7498,3687.0461,4569.0422,3686.4362,297.7612,311.4796,-481.4370,-428.9503,25.2311,-5.0599,27.1036,2.7361,-15.1363,-13.5214,27.9761,20.8873
0.0996,-0.8330,0.0680,-4.6209,-5.3201,-55.8972,76.3729,64.9849,99.0681,-251.2939,-64.9855,-242.5426,-347.7405,4290.1616,3684.1203,4572.1259,3685.2203,299.0626,311.6093,-482.0175,-429.6149,24.9527,-5.0232,26.6884,2.7328,-14.7951,-13.4642,27.9417,20.7378
0.1016,-0.8806,0.1838,-4.6670,-5.2210,-55.6969,75.8347,65.5019,99.3761,-248.9809,-60.9994,-248.3841,-350.3874,4292.7610,3680.2113,4576.2309,3682.5323,300.0000,312.4275,-484.2847,-430.0984,24.6841,-4.9533,26.2452,2.7434,-14.3794,-13.3773,27.4187,20.4804
0.1035,-0.9132,0.1666,-4.6549,-5.1765,-55.3260,75.9656,66.0431,99.3186,-248.3789,-60.2015,-246.4713,-349.6329,4295.7583,3681.4864,4574.1048,3680.6027,300.4307,312.7810,-483.5460,-429.6828,24.5813,-4.9734,26.0634,2.7822,-14.3654,-13.3781,27.6549,20.4617
0.1055,-0.9373,0.1233,-4.6303,-5.1489,-55.2138,76.2689,67.0328,99.1905,-246.1968,-60.8832,-241.2557,-349.0057,4298.4196,3683.5570,4570.8484,3679.2166,301.3785,312.7331,-481.5790,-429.3969,24.4828,-5.0235,25.9362,2.8151,-14.2799,-13.3735,28.2085,20.5197
0.1074,-0.9351,0.1411,-4.6677,-5.1733,-53.4542,76.3547,67.1998,99.7070,-253.6387,-60.2196,-245.7658,-347.9463,4297.2815,3682.6944,4573.4299,3679.7466,298.9288,312.8888,-483.3339,-429.0269,24.2490,-5.0638,25.8700,2.7522,-15.0659,-13.4046,28.2359,20.6263
0.1094,-0.9298,0.0916,-4.6451,-5.1941,-53.2438,76.4484,66.5699,99.6497,-256.4730,-60.3622,-245.0916,-345.6313,4297.1681,3684.7875,4571.0803,3679.9799,297.9024,313.0732,-483.0333,-428.3379,24.4117,-5.0786,26.0123,2.7645,-15.3949,-13.4818,28.2862,20.6917
0.1113,-0.9060,0.0325,-4.5995,-5.2326,-54.2146,76.3498,65.5569,99.2875,-256.1140,-61.0776,-243.0547,-343.5162,4295.6737,3687.1554,4567.9068,3681.2252,297.7350,313.0980,-482.1481,-427.8894,24.7914,-5.0503,26.2545,2.7771,-15.3468,-13.5849,28.1567,20.7110
0.1133,-0.8780,-0.0064,-4.5884,-5.2917,-53.9430,76.3706,64.8007,99.2512,-260.6363,-61.9616,-244.1418,-341.4481,4293.3380,3688.4128,4567.3062,3682.9839,296.0273,313.0029,-482.5093,-427.4409,24.9514,-5.0533,26.4573,2.7562,-15.8190,-13.6655,28.1070,20.8031
0.1152,-0.8471,-0.0191,-4.5773,-5.3296,-54.2431,76.2412,63.0558,99.1143,-263.8095,-61.7836,-248.5322,-340.0427,4290.8912,3689.0470,4567.0042,3684.1920,294.6603,313.1747,-483.8991,-427.0978,25.1660,-5.0201,26.7506,2.7550,-15.9041,-13.6494,27.5555,20.8159
0.1172,-0.7643,-0.0882,-4.5379,-5.4519,-55.9511,76.1865,60.8173,98.6103,-265.5011,-65.4521,-248.2041,-338.8229,4285.0233,3690.9918,4565.2361,3688.4916,293.5813,312.2938,-483.4566,-427.1830,25.7258,-4.9976,27.4753,2.7465,-15.8649,-13.6756,27.2464,20.9717
0.1191,-0.7107,-0.0397,-4.5673,-5.5234,-56.6174,75.8775,60.5626,98.6254,-265.7066,-67.3793,-251.0296,-341.2987,4279.8181,3687.9877,4569.6137,3691.9566,293.2066,311.4541,-484.5299,-428.2507,25.7772,-4.9638,27.6403,2.6770,-15.7805,-13.6769,26.9482,20.9902
0.1211,-0.8036,0.0594,-4.6199,-5.3628,-54.9270,76.2151,63.3604,99.0310,-260.3528,-64.2187,-251.2276,-344.8719,4286.9023,3685.0511,4571.8099,3686.4432,295.6676,312.1188,-484.8186,-428.6678,24.9046,-5.0160,26.8073,2.7235,-15.4026,-13.4568,27.3632,20.8145
0.1230,-0.8010,0.0460,-4.6177,-5.3774,-55.0814,76.3441,65.6684,98.8899,-254.6899,-67.5516,-242.5246,-347.2130,4286.9948,3684.6316,4571.5975,3687.4860,297.7340,311.0473,-481.8746,-429.5199,24.7192,-5.0542,26.5676,2.7367,-15.2456,-13.5207,28.2197,20.8609
0.1250,-0.7485,-0.0217,-4.5867,-5.4689,-55.9609,76.5209,63.7239,98.6017,-259.6657,-68.9903,-243.5152,-344.3472,4283.0286,3687.0607,4569.7920,3690.3342,295.7648,310.8891,-482.0239,-428.9172,25.1733,-5.0492,27.1253,2.7085,-15.5522,-13.5862,27.9804,21.0216
0.1270,-0.7359,-0.0879,-4.5444,-5.4933,-56.8757,76.6769,62.0829,98.2955,-261.7315,-68.7074,-243.2070,-341.3758,4282.6570,3690.1087,4566.3268,3690.6718,294.9392,311.2781,-481.7015,-428.0638,25.5726,-5.0382,27.4894,2.7306,-15.5847,-13.6198,27.7867,21.0796
0.1289,-0.8004,-0.0266,-4.5709,-5.3864,-56.4135,76.6961,64.0378,98.6352,-256.3576,-66.3269,-241.7681,-343.6678,4287.5185,3688.1628,4567.7790,3687.1490,297.1382,311.7201,-481.3326,-428.4015,25.1352,-5.0447,26.9892,2.7575,-15.1521,-13.4924,28.0958,20.9582
0.1309,-0.7661,-0.0247,-4.5920,-5.4621,-55.8193,76.6080,65.1122,98.9307,-258.8621,-68.5949,-240.6519,-344.0404,4283.8614,3686.9012,4570.5002,3690.1723,296.1650,310.8636,-481.0736,-428.8522,25.0422,-5.0637,26.9682,2.6765,-15.5933,-13.5914,28.4132,21.0976
0.1328,-0.7013,-0.1076,-4.5398,-5.5680,-57.2254,76.5204,62.9797,98.5600,-262.3855,-70.5557,-240.7563,-340.8366,4279.0250,3689.7997,4567.5727,3693.6709,294.4652,310.5317,-480.8085,-428.3300,25.6688,-5.0326,27.5687,2.6493,-15.7211,-13.7207,28.0601,21.2359
0.1348,-0.7374,-0.0857,-4.5411,-5.5082,-56.9847,76.3891,64.3010,98.7359,-258.2060,-69.4051,-238.3019,-341.8521,4281.8099,3689.2027,4567.2590,3691.8016,296.0294,310.7741,-480.0329,-428.5246,25.4819,-5.0370,27.2078,2.6640,-15.4734,-13.7360,28.2831,21.1364
0.1367,-0.6780,-0.0439,-4.5479,-5.5668,-58.8054,75.8200,62.6745,98.7657,-256.1869,-70.3770,-242.5886,-344.0160,4276.5895,3686.9495,4570.0098,3694.8535,296.1793,310.2279,-481.3991,-429.5139,25.8342,-4.9664,27.6301,2.6090,-14.9203,-13.6892,27.5144,21.1152
0.1387,-0.6325,0.0001,-4.5763,-5.6204,-59.1961,75.4573,61.8436,99.0100,-256.5686,-71.3229,-246.4292,-345.9498,4272.3971,3684.4273,4573.6518,3697.3897,295.7380,309.7193,-482.8028,-430.3080,25.9184,-4.9405,27.8583,2.5477,-14.8508,-13.6692,27.0387,21.1248
0.1406,-0.6088,0.0148,-4.5695,-5.6312,-60.6324,75.2009,60.7933,98.8565,-252.4386,-71.7484,-246.6699,-347.4613,4270.8339,3683.5891,4574.0375,3698.2244,296.8986,309.5168,-482.8206,-430.8484,26.1660,-4.8974,28.1114,2.5555,-14.3053,-13.6194,26.6212,21.0568
0.1426,-0.6293,-0.0373,-4.5062,-5.5760,-62.5729,75.3596,59.5529,98.2469,-246.2347,-70.6431,-243.1993,-346.2222,4273.9038,3686.6752,4568.3761,3695.8704,298.9556,310.1391,-481.3137,-430.3242,26.5272,-4.8684,28.2889,2.6455,-13.4791,-13.5512,26.3912,20.9435
0.1445,-0.6836,-0.0088,-4.5455,-5.5211,-60.2317,75.5484,60.8474,98.7632,-251.5941,-67.9799,-245.3159,-345.0961,4277.4620,3685.8750,4570.1703,3693.3407,297.6114,310.9493,-482.4959,-429.6858,26.1071,-4.9114,27.8037,2.6412,-14.2782,-13.6100,26.6952,20.8913
0.1465,-0.7040,0.0307,-4.5829,-5.5018,-59.0225,75.4036,61.5499,99.0892,-254.3747,-66.8988,-247.1132,-345.6394,4278.4974,3684.1252,4572.9747,3692.6666,296.9268,311.1697,-483.4463,-429.7344,25.8885,-4.9128,27.5571,2.6409,-14.7223,-13.6527,26.7651,20.8374
0.1484,-0.7600,0.1512,-4.6576,-5.4129,-57.2195,75.2369,63.2345,99.6685,-256.0163,-63.3691,-252.8132,-348.1645,4281.3907,3679.8232,4578.6682,3690.0097,296.7916,311.8405,-485.8481,-430.1397,25.2990,-4.9055,26.9310,2.6156,-14.9186,-13.5833,26.6935,20.6730
0.1504,-0.7698,0.1434,-4.6498,-5.3927,-57.4577,75.2611,61.3654,99.5425,-260.0802,-61.2262,-257.3480,-346.4094,4282.4925,3680.9886,4577.6232,3688.8042,295.4680,312.6363,-487.3167,-429.3988,25.5674,-4.8734,27.2037,2.6584,-15.0253,-13.5546,26.2279,20.6346
0.1523,-0.7568,0.0716,-4.6046,-5.4088,-58.9576,75.5589,60.2115,99.0431,-257.6490,-63.0701,-253.0512,-345.6974,4283.1236,3684.0200,4573.4446,3688.8669,296.2684,312.3217,-485.4119,-429.1784,25.9537,-4.8841,27.7062,2.7283,-14.6470,-13.4801,26.4069,20.7418
0.1543,-0.7668,0.0660,-4.5986,-5.3852,-59.0849,75.7486,59.6853,98.9999,-257.3309,-62.3284,-253.9954,-345.4681,4284.3000,3684.7249,4572.3301,3687.7462,296.3681,312.5826,-485.5791,-428.9277,25.9854,-4.8937,27.8220,2.7508,-14.4699,-13.3948,26.2996,20.7576
0.1562,-0.7824,0.0220,-4.5974,-5.3903,-57.5559,76.2081,59.3892,99.2448,-264.3108,-61.3217,-255.5050,-342.1932,4285.5334,3686.8177,4570.8041,3686.8005,294.1284,313.1192,-486.1589,-427.7728,25.9382,-4.9538,27.8739,2.7438,-15.2472,-13.4390,26.5103,20.8752
0.1582,-0.7549,-0.0509,-4.5740,-5.4646,-57.1312,76.4578,59.3999,99.2037,-268.1174,-63.3002,-252.4717,-339.4652,4283.4510,3689.1686,4568.9715,3688.8445,292.7057,312.7616,-485.1119,-427.2115,26.0854,-4.9944,28.0588,2.7056,-15.8390,-13.5763,26.8950,21.0477
